Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V);Goal 1;Constraint 2;Post Process;Comment
161;59.979825;27.833403;10.205878;26.833403;11.898570;3.4912160;12.543898;12.051431;4.9913275;25.468132;28;3;0.5000000;1.1432198;54.975710;62.003156;0.4189837;7.5527958;19.798990;0.4264504;3606.9227;300.57689;161.07716;204.10803;43.030873;78.917599;4.0376319;38.032286;7.5466235;19.818986;0.0426337;5592.8828;466.07357;24.969929;27.973008;3.0030788;89.264370;1.0098054;5.5097200;0.8187289;19.797430;330.00000;45.615940;49.978910;4.3629705;91.270377;1.4085898;13.505598;1.9836690;14.953434;91.270377;0.4189837;1;
162;59.988680;27.822923;10.214506;26.822923;11.891287;3.4911147;12.538683;12.051875;4.9927860;25.463336;18;4;0.5000000;1.2810124;47.153075;53.556846;0.4021456;10.070394;19.798990;0.3643832;6227.3257;518.94381;237.62306;277.76299;40.139928;85.548857;3.3246760;36.462844;10.070380;19.798984;0.0358293;8755.2577;729.60481;32.850078;38.561218;5.7111391;85.189422;1.0193501;4.7829971;1.1285739;19.796601;330.00000;45.616284;50.648303;5.0320189;90.064783;1.2824491;13.485390;3.0852876;9.7235273;90.064783;0.4021456;1;
163;59.984472;27.846738;10.214154;26.846738;11.908945;3.4907908;12.550671;12.053759;4.9928235;25.477128;27;3;0.5000000;1.1432198;52.977332;59.844132;0.4143263;7.5527958;19.798990;0.4120248;3805.6498;317.13748;164.20289;206.02102;41.818133;79.702007;4.0026747;37.339996;7.5529787;19.801553;0.0410779;5796.7889;483.06574;24.935875;28.079834;3.1439588;88.803499;1.0109206;5.2954087;0.8218715;19.797355;330.00000;45.616008;50.091660;4.4756518;91.065076;1.3449576;13.507240;2.0544018;14.470094;91.065076;0.4143263;1;
164;51.044129;25.658854;19.094301;24.658854;13.278967;2.0243932;11.823329;7.7182395;2.7365231;20.047667;8;4;0.5000000;1.2810124;32.303430;37.926666;0.3991800;10.070394;19.798990;0.2581604;11022.882;918.57351;297.99806;330.13586;32.137805;90.265279;3.5853474;17.064744;10.070349;19.798902;0.2581599;10000.000;833.33333;270.34442;300.44498;30.100556;89.981342;3.8941424;16.653489;10.041983;18.029889;330.00000;45.616019;51.542447;5.9264283;88.501849;1.7432731;7.2456039;4.3130059;6.9475344;88.501849;0.3991800;1;
165;57.565185;32.143922;10.159872;31.143922;17.248990;2.3554774;14.983092;9.0931487;3.7487189;24.665110;16;3;0.5000000;1.1432198;34.463891;39.791323;0.3411390;7.5527958;19.798990;0.2777871;7272.4877;606.04064;211.55522;242.17640;30.621183;87.355835;4.2951022;20.769250;7.5527708;19.799034;0.0278642;8484.4363;707.03636;24.756974;33.636927;8.8799532;73.600581;1.3156582;2.3503146;0.9819151;19.797430;330.00000;45.615987;51.938834;6.3228476;87.826358;1.9844382;8.7121607;3.0384620;9.9668467;87.826358;0.3411390;1;
166;59.989143;22.232456;25.960695;21.232456;9.5051935;2.6875661;9.9443365;8.6548430;3.9545101;19.271071;5;9;0.5000000;1.9173307;55.360586;63.329955;0.7204000;22.658387;19.798990;0.4310775;13879.267;1156.6056;626.54251;672.30639;45.763874;93.193003;2.0051996;30.102222;22.659078;19.800956;0.4310638;10000.000;833.33333;451.40900;491.88860;40.479600;91.770576;2.2887377;29.326889;22.571819;14.431335;330.00000;45.616029;49.392516;3.7764872;92.354131;0.6992790;8.3876826;5.8541238;4.9185633;92.354131;0.7204000;1;
167;59.966179;21.705475;26.166973;20.705475;9.0891245;2.7073931;9.6758892;8.5460079;3.9166720;18.898745;6;4;0.5000000;1.2810124;30.841938;36.940903;0.6710816;10.070394;19.798990;0.2217871;13001.039;1083.4199;301.95545;329.01549;27.060047;91.775449;0.9545154;17.708787;10.071407;19.799287;0.2217642;10000.000;833.33333;232.23097;255.74508;23.514112;90.805645;1.2922308;17.073375;10.019156;15.416648;330.00000;45.615922;51.374939;5.7590165;88.790222;0.6299493;8.5573954;4.9905259;6.0067315;88.790222;0.6710816;1;
168;59.511195;22.817325;25.329428;21.817325;9.9683526;2.6648685;10.242446;8.4860256;3.9245701;19.394688;15;3;0.5000000;1.1432198;54.952290;62.844387;0.6863655;7.5527958;19.798990;0.4393540;4321.9079;360.15899;198.84683;231.26291;32.416080;85.983018;2.0333596;26.776809;7.5494872;19.810375;0.0449537;5489.8866;457.49055;25.843872;28.666887;2.8230156;90.152347;0.4157340;3.4474293;0.8376744;19.798051;330.00000;45.616027;49.240884;3.6248574;92.638521;0.7105774;7.9531548;1.9338642;14.809023;92.638521;0.6863655;1;
169;56.735403;23.518677;32.059223;22.518677;8.9704103;3.4143222;10.405758;9.3144050;3.3030784;20.573743;12;5;0.5000000;1.4332604;54.076818;61.356225;0.7664921;12.587993;19.798990;0.7640806;3968.3335;330.69446;317.52357;366.86723;49.343662;86.549994;3.0459538;31.819934;12.578039;19.818244;0.0730194;5244.8278;437.06898;40.104966;44.861330;4.7563647;89.397629;0.4995300;4.0213471;1.3116073;19.798689;330.00000;45.616027;49.728451;4.1124238;91.730239;0.7339224;5.7286548;1.8951937;15.139095;91.730239;0.7664921;1;
170;57.086826;21.352139;16.024762;20.352139;8.0145257;3.1185011;9.3964442;13.408449;2.9258269;23.584518;11;3;0.5000000;1.1432198;17.070065;20.764683;0.3769057;7.5527958;19.798990;0.1762169;11122.104;926.84197;205.24051;234.94767;29.707164;87.355838;2.1242097;24.905902;7.5535068;19.799626;0.1761982;10000.000;833.33333;184.51435;212.19441;27.680053;86.955334;2.7959045;24.118738;7.5226957;17.843242;330.00000;45.616088;54.746187;9.1300990;83.322859;1.6703917;14.849220;4.6573012;7.0137007;83.322859;0.3769057;1;
171;59.698908;26.364328;23.839148;25.364328;11.085133;3.3732648;11.838848;7.1420008;4.1215731;19.824165;14;3;0.5000000;1.1432198;58.317101;66.588520;0.6618396;7.5527958;19.798990;0.4674842;4337.4647;361.45539;212.33986;242.48815;30.148295;87.567106;1.7740942;20.592034;7.5520875;19.803371;0.0472895;5169.1761;430.76467;25.598527;28.568173;2.9696459;89.605055;0.3144016;2.5603448;0.8341010;19.798513;330.00000;45.615952;49.157059;3.5411066;92.796342;0.5943951;5.5411468;1.8275475;15.562139;92.796342;0.6618396;1;
172;59.860780;26.277141;24.244024;25.277141;10.984209;3.3925885;11.790423;7.2155675;4.0803162;19.854138;12;3;0.5000000;1.1432198;49.013473;56.507159;0.6591028;7.5527958;19.798990;0.4039746;5164.4030;430.36692;218.47552;245.61792;27.142395;88.949343;1.1200720;18.527172;7.5410143;19.832757;0.0408607;5966.4251;497.20209;25.529869;29.190021;3.6601518;87.460948;0.3204270;2.2042530;0.8520347;19.798497;330.00000;45.615952;49.364390;3.7484383;92.406595;0.5341655;5.5135800;2.1076062;13.575233;92.406595;0.6591028;1;
173;59.822255;26.741445;23.516114;25.741445;11.364954;3.3680389;12.028713;7.1781889;4.1116421;20.048911;8;4;0.5000000;1.2810124;43.186500;50.192766;0.6361244;10.070394;19.798990;0.3546900;8161.3432;680.11193;303.13716;331.13166;27.994503;91.545809;1.3767046;16.492852;10.070379;19.798978;0.0360613;9046.4384;753.86987;34.162345;41.178057;7.0157118;82.962499;0.3357564;1.9980301;1.2017850;19.798387;330.00000;45.616013;49.779946;4.1639332;91.635320;0.5596181;5.3793207;3.1874928;9.0375978;91.635320;0.6361244;1;
174;58.676045;31.680806;31.834301;30.680806;14.770015;3.4295660;14.483012;9.3464652;2.4617327;24.686868;16;4;0.5000000;1.2810124;38.686448;44.126947;0.7561777;10.070394;19.798990;0.9715462;2785.2765;232.10638;283.37427;337.12698;53.752713;84.055648;19.021980;12.524064;10.065385;19.811569;0.0968084;3248.9694;270.74745;32.937242;40.020576;7.0833342;82.300769;2.3413615;1.9905996;1.1701036;19.798304;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.7561777;1;
175;57.012542;24.556220;38.060130;23.556220;11.119577;2.7102901;11.100538;10.878054;4.3433840;22.656165;5;7;0.5000000;1.5912727;28.177595;33.341076;0.8039162;17.623190;19.798990;0.5558670;8804.0453;733.67044;512.48574;558.30705;45.821309;91.792812;1.7035224;22.526263;17.622127;19.802684;0.0838672;10000.000;833.33333;87.825572;104.34520;16.519630;84.168290;0.7359129;3.8866812;3.0502292;19.797805;330.00000;45.615961;50.850706;5.2347447;89.705660;0.6520868;4.8109176;3.6648833;7.9994042;89.705660;0.8039162;1;
176;51.062365;21.313686;35.423476;20.313686;10.223401;2.0003303;9.6567603;7.1233080;3.5247851;17.280151;5;7;0.5000000;1.5912727;56.799450;65.305226;0.6870556;17.623190;19.798990;0.4285097;11412.496;951.04131;512.11789;551.85341;39.735526;92.799623;1.8393350;24.072398;17.624142;19.800350;0.4284852;10000.000;833.33333;448.70864;486.43098;37.722334;92.245080;2.0965192;23.670901;17.594790;17.427989;330.00000;45.616005;49.412727;3.7967220;92.316308;0.6112449;6.6236494;4.6052377;6.2302864;92.316308;0.6870556;1;
177;51.034058;21.366450;35.605217;20.366450;10.239829;2.0109604;9.6804850;7.1145462;3.5186649;17.297771;5;4;0.5000000;1.2810124;32.373704;38.920082;0.6443446;10.070394;19.798990;0.2434337;12044.742;1003.7285;307.04846;334.60459;27.556135;91.764568;1.0188755;14.323104;10.068465;19.802635;0.2434815;10000.000;833.33333;254.97324;279.61335;24.640110;91.187792;1.2942540;13.884210;10.030361;16.579028;330.00000;45.615939;50.927890;5.3119505;89.569663;0.5863516;6.3635692;4.5675711;6.4723108;89.569663;0.6443446;1;
178;51.050354;21.290699;35.207400;20.290699;10.196499;2.0055715;9.6439567;7.0926603;3.5441252;17.238010;6;4;0.5000000;1.2810124;39.453098;46.600619;0.6505601;10.070394;19.798990;0.2902182;9968.2191;830.68493;302.94990;330.46152;27.511621;91.674788;1.3083768;16.901343;10.071379;19.799249;0.2855375;10000.000;833.33333;299.01414;325.92377;26.909627;91.743582;1.4730520;16.508978;9.9129693;19.798525;330.00000;45.615954;50.448524;4.8325701;90.420790;0.6166525;6.5580843;3.8637169;7.5594746;90.420790;0.6505601;1;
179;50.055041;28.126593;32.934232;27.126593;14.515301;2.2875612;12.991406;7.1246070;3.8323606;20.687903;5;8;0.5000000;1.7525822;48.862848;56.122493;0.6211608;20.140789;19.798990;0.6491657;8821.1574;735.09645;599.66647;649.63651;49.970046;92.307999;2.2700545;19.869833;20.138578;19.803404;0.0625294;9828.6525;819.05438;64.358613;82.900888;18.542275;77.633201;0.7751465;2.1088379;2.4196542;19.798034;330.00000;45.615991;51.154663;5.5386718;89.172694;0.7233174;3.5380587;3.6195355;8.1159888;89.172694;0.6211608;1;
180;58.174708;29.252501;25.640617;28.252501;13.646005;3.1243192;13.345171;7.3767792;2.3960596;21.503030;11;3;0.5000000;1.1432198;30.218221;35.529772;0.6142727;7.5527958;19.798990;0.3838392;5639.6936;469.97447;226.69059;257.32916;30.638573;88.093625;11.916340;6.5994843;7.5535090;19.799278;0.0382334;6179.9439;514.99533;24.743216;34.197962;9.4547458;72.352897;1.6673636;0.9710989;0.9975934;19.798264;330.00000;45.615076;52.295237;6.6801615;87.226061;3.7866081;2.2264567;2.3027985;13.088197;87.226061;0.6142727;1;
181;59.981298;21.222431;31.032670;20.222431;8.0001462;3.0793666;9.3413739;6.7195004;3.1765023;16.830716;5;7;0.5000000;1.5912727;58.069378;66.664190;0.8196713;17.623190;19.798990;0.3752455;13168.872;1097.4060;517.47891;555.97032;38.491414;93.076714;1.4017715;23.096974;17.624952;19.799410;0.3752078;10000.000;833.33333;392.91666;427.25917;34.342509;91.962137;1.6953984;22.462107;17.559920;15.201133;330.00000;45.616020;49.534843;3.9188234;92.088754;0.5678334;7.0615031;5.2226132;5.5163093;92.088754;0.8196713;1;
182;59.998141;21.309756;30.988205;20.309756;8.0568961;3.0821790;9.3843331;6.7131663;3.1794977;16.868044;7;4;0.5000000;1.2810124;46.328056;53.977475;0.7970823;10.070394;19.798990;0.3014351;9500.7811;791.73176;299.90364;327.51975;27.616107;91.568109;1.0457913;18.509900;10.066084;19.810076;0.2017512;10000.000;833.33333;211.27334;227.57587;16.302528;92.836443;0.9861571;12.797883;6.8055474;19.798586;330.00000;45.615983;50.191836;4.5758527;90.883273;0.5448710;6.9511819;3.7155083;7.8294525;90.883273;0.7970823;1;
183;59.970127;21.286811;31.095877;20.286811;8.0477707;3.0785471;9.3737687;6.6868806;3.1874275;16.830286;5;4;0.5000000;1.2810124;33.399479;40.034569;0.7798162;10.070394;19.798990;0.2124371;13857.349;1154.7791;308.27557;335.53183;27.256270;91.876696;0.7804932;13.688965;10.070357;19.799031;0.2124366;10000.000;833.33333;222.46311;244.64543;22.182324;90.932868;1.0011123;13.158675;9.9951579;14.512473;330.00000;45.615926;51.370637;5.7547110;88.797665;0.5395975;6.7645938;5.1901188;5.7491881;88.797665;0.7798162;1;
184;55.947041;24.775990;31.147538;23.775990;10.699013;2.9990614;11.138230;9.9324983;4.5379152;21.820493;5;3;0.5000000;1.1432198;14.429843;18.755421;0.6263771;7.5527958;19.798990;0.1907827;11418.344;951.52869;228.12391;255.17934;27.055425;89.397486;0.7403743;9.8618320;7.5527525;19.799089;0.1907819;10000.000;833.33333;199.78637;223.78877;24.002393;89.274532;1.0011123;9.5034003;7.5126286;17.437590;330.00000;45.615914;52.446460;6.8305465;86.976153;0.5893367;5.3665144;4.3330656;7.0154932;86.976153;0.6263771;1;
185;56.847381;22.483567;13.650642;21.483567;10.247817;2.4059370;10.140299;7.4216510;3.1262190;18.163435;8;3;0.5000000;1.1432198;31.492665;37.522870;0.3803824;7.5527958;19.798990;0.1188972;18036.008;1503.0007;224.56427;248.40814;23.843869;90.401333;1.1276620;16.466963;7.5535097;19.799158;0.1188845;10000.000;833.33333;124.49552;141.00838;16.512866;88.289443;1.4715325;15.296001;7.4285607;11.361641;330.00000;45.615999;57.203775;11.587776;79.742988;1.2694722;12.671612;6.7962509;4.9747920;79.742988;0.3803824;1;
186;59.941581;21.478131;39.583925;20.478131;8.9473343;2.6970940;9.5647921;8.1256923;3.9155454;18.364758;13;3;0.5000000;1.1432198;55.273232;63.496634;0.9928576;7.5527958;19.798990;0.5497309;3474.7352;289.56126;200.03245;235.45746;35.425005;84.954817;1.9062198;24.636651;7.5561171;19.792794;0.0557460;4392.5906;366.04922;25.642670;28.246867;2.6041974;90.780580;0.3113075;3.1920681;0.8251821;19.798410;330.00000;45.615963;49.171894;3.5559305;92.768368;0.5559473;5.9716857;1.5615538;18.198644;92.768368;0.9928576;1;
187;59.937869;21.477003;39.549588;20.477003;8.9407384;2.6999891;9.5635043;8.1280876;3.9150593;18.366589;13;3;0.5000000;1.1432198;55.243467;63.463543;0.9919670;7.5527958;19.798990;0.5492140;3478.1399;289.84499;200.04019;235.44155;35.401358;84.963844;1.8483281;24.677884;7.5559718;19.798374;0.0556974;4396.7945;366.39954;25.644841;28.239067;2.5942255;90.813346;0.3112263;3.1878752;0.8249507;19.798414;330.00000;45.615962;49.163330;3.5473675;92.784526;0.5562058;5.9729241;1.5626996;18.182179;92.784526;0.9919670;1;
188;59.959013;21.499383;39.637145;20.499383;8.9665029;2.6950996;9.5759166;8.1397426;3.9157221;18.389434;8;4;0.5000000;1.2810124;45.163573;52.571157;0.9759310;10.070394;19.798990;0.4499764;6117.4149;509.78458;288.26124;320.52803;32.266793;89.933239;1.4610369;21.869201;10.071392;19.799456;0.0456520;7157.3871;596.44892;34.217078;39.276754;5.0596758;87.117887;0.3230743;2.6810036;1.1468805;19.798209;330.00000;45.616032;49.466476;3.8504433;92.216055;0.5217850;5.9386294;2.5307522;11.309873;92.216055;0.9759310;1;
189;59.950039;24.705203;13.251075;23.705203;10.803600;2.9214870;11.122230;11.043765;4.7263290;22.896366;6;7;0.5000000;1.5912727;35.254959;41.094100;0.4293905;17.623190;19.798990;0.2319339;20044.477;1670.3731;486.84149;530.05229;43.210798;91.847823;1.7741416;28.722698;17.623171;19.801569;0.2319347;10000.000;833.33333;242.88146;272.70098;29.819514;89.065124;2.1757843;26.987448;17.366230;10.173994;330.00000;45.615929;52.352385;6.7364556;87.132476;1.0941752;13.338860;8.2642448;3.7576850;87.132476;0.4293905;1;
190;55.582196;22.843360;36.381255;21.843360;9.6266730;2.8450063;10.210428;12.795385;2.8333039;23.717065;9;8;0.5000000;1.7525822;37.433675;42.718908;0.7489650;20.140789;19.798990;0.9550871;4818.1768;401.51474;481.89713;551.36948;69.472353;87.400036;10.122865;37.033948;20.142711;19.799923;0.0946925;6461.9798;538.49832;64.078153;75.890991;11.812839;84.434465;1.0406088;5.3421840;2.2172770;19.796834;330.00000;45.616446;51.758887;6.1424413;88.132586;1.0321287;5.9502108;2.4407464;12.237733;88.132586;0.7489650;1;
191;59.944007;23.923806;33.244170;22.923806;10.153612;2.9674105;10.720050;7.9694946;4.3520745;19.431397;10;4;0.5000000;1.2810124;55.844506;64.050074;0.8631548;10.070394;19.798990;0.5462860;4935.9270;411.32725;282.36927;317.37164;35.002372;88.971172;1.7305299;23.234953;10.069163;19.803919;0.0554375;5905.7182;492.14319;34.285038;38.267997;3.9829589;89.591933;0.3158050;2.8842448;1.1176137;19.798338;330.00000;45.615969;49.237823;3.6218542;92.644163;0.5438654;5.3434670;2.0941400;13.563769;92.644163;0.8631548;1;
192;59.932622;23.911006;33.253614;22.911006;10.144864;2.9672128;10.713700;7.9605131;4.3512636;19.416016;8;3;0.5000000;1.1432198;33.588497;40.020561;0.8201460;7.5527958;19.798990;0.3246895;6659.5392;554.96160;226.43367;250.41289;23.979224;90.424126;1.0203661;14.827302;7.5517076;19.804306;0.0327957;7401.2337;616.76948;25.418465;30.774654;5.3561885;82.595455;0.3003337;1.7627971;0.8980370;19.798520;330.00000;45.615982;50.050585;4.4346029;91.139758;0.4882092;5.2968011;2.6173138;11.059598;91.139758;0.8201460;1;
193;59.929907;23.922159;33.229210;22.922159;10.151131;2.9680628;10.719064;7.9740359;4.3548159;19.435115;5;4;0.5000000;1.2810124;27.916304;33.890984;0.8108664;10.070394;19.798990;0.2671046;11066.699;922.22492;309.54801;336.74343;27.195426;91.923992;0.8256066;12.816659;10.069724;19.800640;0.2671219;10000.000;833.33333;279.72939;305.26849;25.539104;91.633888;1.0011123;12.566379;10.048883;17.969425;330.00000;45.615948;50.582476;4.9665284;90.181326;0.4645897;5.2474471;4.1887191;6.9953098;90.181326;0.8108664;1;
194;59.690121;23.449856;14.022095;22.449856;9.4842961;3.1328006;10.441728;14.057182;2.1157002;25.282110;23;3;0.5000000;1.1432198;27.601961;31.796144;0.4096872;7.5527958;19.798990;0.3219379;5443.5895;453.63246;183.52112;223.69318;40.172059;82.041447;19.376210;30.312440;7.5527827;19.799031;0.0309788;6787.9906;565.66588;22.020844;28.991921;6.9710766;75.955106;4.6472199;1.9953143;0.8450386;19.796764;330.00000;45.616554;52.221527;6.6049733;87.352011;8.1060920;10.058724;2.4537805;12.411729;87.352011;0.4096872;1;
195;56.909324;30.555028;27.429025;29.555028;16.596258;2.1143810;14.248919;8.2146724;2.9016050;22.992186;6;5;0.5000000;1.4332604;23.818001;28.415555;0.6027844;12.587993;19.798990;0.4128314;8855.6346;737.96955;382.84330;425.29940;42.456094;90.017363;7.3223238;9.8502044;12.587937;19.799012;0.0413411;9444.4411;787.03676;40.887179;62.770692;21.883513;65.137372;1.5332513;1.0771399;1.8309078;19.798572;330.00000;45.615577;52.704601;7.0890240;86.549516;2.5725259;2.4348249;3.5544554;8.5447083;86.549516;0.6027844;1;
196;58.463986;21.262793;36.776174;20.262793;8.3068985;2.9404055;9.3962952;8.5019644;3.2575340;18.633361;12;4;0.5000000;1.2810124;55.366868;63.159983;0.8964743;10.070394;19.798990;0.6159803;4016.5318;334.71099;259.08763;301.00802;41.920396;86.073329;2.0688841;29.365285;10.058376;19.825312;0.0632359;5211.7665;434.31387;34.512549;38.230444;3.7178952;90.275041;0.4159261;3.8748411;1.1176524;19.797826;330.00000;45.616032;49.399489;3.7834577;92.341100;0.6287491;6.4096894;1.8610097;15.331933;92.341100;0.8964743;1;
197;58.470627;21.254881;36.763408;20.254881;8.2998994;2.9410791;9.3921705;8.5054189;3.2564863;18.632859;11;3;0.5000000;1.1432198;38.047545;44.456492;0.8542398;7.5527958;19.798990;0.4220172;4768.6181;397.38484;210.74211;241.01591;30.273801;87.439086;1.5392531;21.498780;7.5523450;19.802686;0.0427394;5700.9975;475.08312;25.515739;29.578990;4.0632517;86.263048;0.3242214;2.7178912;0.8637296;19.798168;330.00000;45.616010;49.790286;4.1742762;91.616284;0.5256770;6.4397069;2.0316786;14.222601;91.616284;0.8542398;1;
198;58.470772;21.251311;36.787795;20.251311;8.2988582;2.9403247;9.3905741;8.4975262;3.2560340;18.623182;11;3;0.5000000;1.1432198;38.108345;44.524600;0.8548915;7.5527958;19.798990;0.4221917;4766.3671;397.19726;210.72973;241.00639;30.276664;87.437402;1.5269029;21.504326;7.5519956;19.803568;0.0427582;5698.4854;474.87378;25.515715;29.573520;4.0578043;86.278927;0.3241691;2.7154973;0.8635662;19.798170;330.00000;45.616009;49.787987;4.1719780;91.620513;0.5255924;6.4346997;2.0307146;14.228411;91.620513;0.8548915;1;
199;58.124754;32.647682;29.182612;31.647682;18.015343;2.1522152;15.285787;5.9003720;3.2244038;21.724213;8;3;0.5000000;1.1432198;30.605687;36.529269;0.6900045;7.5527958;19.798990;0.3959728;5565.8444;463.82037;230.79430;256.93759;26.143287;89.825044;4.9904196;7.2872502;7.5545186;19.796526;0.0389439;5997.0918;499.75765;24.457306;33.336688;8.8793823;73.364534;0.8651409;0.7826010;0.9724189;19.798687;330.00000;45.615804;51.773618;6.1578138;88.106271;1.7438058;2.0045407;2.2316527;13.378989;88.106271;0.6900045;1;
200;58.814445;31.785607;34.251772;30.785607;15.689236;3.0073843;14.640957;7.1784251;3.4579886;22.571228;5;8;0.5000000;1.7525822;39.985615;46.210322;0.8302423;20.140789;19.798990;0.7824576;7527.3995;627.28329;616.78583;667.81637;51.030543;92.358597;4.4877702;14.884639;20.146182;19.802645;0.0755337;8148.7402;679.06168;64.455487;82.588604;18.133117;78.044045;0.7730490;1.6802679;2.4100495;19.798352;330.00000;45.615986;52.170102;6.5541158;87.437027;0.9750774;2.1501807;3.0881259;9.7199840;87.437027;0.8302423;1;
