Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V);Goal 1;Constraint 2;Post Process;Comment
72;59.804058;21.436449;39.901780;20.436449;10.282146;2.0148018;9.7145240;14.946447;4.7332030;25.164672;7;7;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
73;59.788193;21.494236;39.615225;20.494236;10.319284;2.0168705;9.7429002;14.945579;4.7491960;25.192697;30;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
74;55.637725;28.077166;12.164542;27.077166;13.577866;2.7386262;12.853927;8.6817577;2.5223724;22.220341;13;5;0.5000000;1.4332604;49.089793;55.640116;0.3876643;12.587993;19.798990;0.3508873;9648.4287;804.03572;354.52994;397.32225;42.792310;89.229823;14.927392;23.054227;12.589168;19.799488;0.2827267;10000.000;833.33333;296.07068;327.32463;31.253947;90.451697;13.198576;18.124577;10.043179;19.798189;330.00000;45.617304;51.169692;5.5523887;89.149068;7.4576132;5.4838459;3.8966023;7.5681709;89.149068;0.3876643;1;
75;55.107456;26.302276;37.718626;25.302276;11.500356;3.1434919;11.865265;8.6154533;3.3358935;21.266591;14;4;0.5000000;1.2810124;50.921561;57.907272;0.8160021;10.070394;19.798990;0.9717610;2583.9087;215.32572;262.94519;312.37392;49.428730;84.176422;3.1016992;25.264142;10.051252;19.840833;0.0940352;3288.9790;274.08159;32.387714;36.173036;3.7853221;89.535514;0.4998951;3.1310811;1.0565531;19.798928;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.8160021;1;
76;59.562730;21.567809;39.983339;20.567809;10.383807;2.0108853;9.7811834;14.954081;4.8192504;25.237986;30;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
77;59.495421;21.675601;39.841637;20.675601;10.461813;2.0103795;9.8352055;14.921606;4.8342036;25.259406;8;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
78;59.630256;21.404520;39.790024;20.404520;10.246934;2.0210045;9.6970090;14.980364;4.8278350;25.182624;29;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
79;57.525563;26.679936;34.060720;25.679936;13.017668;2.5197146;12.210039;7.8000542;2.3067275;20.640022;15;4;0.5000000;1.2810124;54.250510;61.456291;0.8199011;10.070394;19.798990;0.8554474;3094.1682;257.84735;277.18252;327.44761;50.265092;84.649425;15.128563;18.590710;10.071333;19.799493;0.0848723;3669.0935;305.75779;32.610183;37.556610;4.9464265;86.829412;4.0079502;0.3386633;1.0979044;19.798277;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.8199011;1;
80;53.825616;26.590345;15.719943;25.590345;12.473017;2.7600432;12.105162;7.6161037;3.8277020;20.411276;6;4;0.5000000;1.2810124;28.259974;33.836495;0.3795860;10.070394;19.798990;0.1698306;17086.202;1423.8501;303.87161;335.78924;31.917629;90.494743;1.1727543;13.533848;10.071339;19.799317;0.1698125;10000.000;833.33333;177.82725;198.73834;20.911095;89.478077;1.4687270;12.647143;9.8896040;11.890673;330.00000;45.615915;53.089495;7.4735794;85.922677;0.9407832;7.8965173;6.3764921;4.8478157;85.922677;0.3795860;1;
81;59.951688;22.272851;39.829160;21.272851;10.874870;2.0171548;10.132137;13.955642;4.4222163;24.592068;30;3;0.5000000;1.1432198;53.700908;60.635724;1.0108916;7.5527958;19.798990;1.3100016;839.54834;69.962362;115.17180;193.47013;78.298334;59.529498;6.0222215;41.679793;7.5451607;19.822679;0.1308995;1775.9722;147.99768;24.344598;26.333804;1.9892062;92.446188;0.6936374;8.4083980;0.7765660;19.796323;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.0108916;1;
82;59.995524;22.198709;39.746571;21.198709;10.828236;2.0139923;10.095856;13.947930;4.4145904;24.547284;28;3;0.5000000;1.1432198;50.280455;56.947547;0.9939368;7.5527958;19.798990;1.2163120;951.33521;79.277934;121.17337;194.29700;73.123632;62.365023;5.0429854;41.394088;7.5389173;19.839451;0.1214058;1921.9014;160.15845;24.434263;26.495115;2.0608513;92.221769;0.6950899;7.9072569;0.7802517;19.797062;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.9939368;1;
83;59.943693;22.248999;39.879253;21.248999;10.858581;2.0167806;10.120304;13.941761;4.4231314;24.566261;25;3;0.5000000;1.1432198;44.889751;51.125429;0.9689397;7.5527958;19.798990;1.0974764;1151.1698;95.930817;132.30103;198.43463;66.133604;66.672348;4.7735209;39.999630;7.5535458;19.800266;0.1089714;2149.4400;179.12000;24.528234;26.746446;2.2182117;91.706518;0.6984257;7.0457179;0.7857967;19.798001;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.9689397;1;
84;52.849676;29.284412;10.909068;28.284412;14.584857;2.6662900;13.475634;7.8470383;2.8704671;21.989244;8;7;0.5000000;1.5912727;49.398570;56.185006;0.3397724;17.623190;19.798990;0.2952297;16509.307;1375.7756;510.40813;563.99540;53.587270;90.498634;11.021792;21.055251;17.619690;19.805327;0.2953015;10000.000;833.33333;309.23899;347.54295;38.303954;88.978641;11.166649;19.916982;17.342186;12.308080;330.00000;45.615650;51.593035;5.9773843;88.414358;4.4964760;7.6024234;6.4488797;4.6599164;88.414358;0.3397724;1;
85;57.316483;38.576846;39.218964;37.576846;20.730846;2.9120222;18.060418;5.5313414;2.0120896;24.319765;11;5;0.5000000;1.4332604;60.574590;68.894302;0.9334147;12.587993;19.798990;1.0006121;3489.2079;290.76733;365.61266;427.72669;62.114030;85.478103;16.616976;7.5952033;12.587969;19.799011;0.0994478;3827.2561;318.93801;39.857597;56.952305;17.094708;69.984169;1.3327137;1.4640970;1.6674335;19.798268;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.9334147;1;
86;55.928933;24.266439;26.681663;23.266439;11.315549;2.5088111;11.006017;11.678182;3.9859910;23.311401;27;3;0.5000000;1.1432198;55.132152;62.204660;0.6642523;7.5527958;19.798990;0.8929838;1601.4432;133.45360;149.75583;206.69741;56.941588;72.451717;5.0299960;37.092057;7.5454672;19.821677;0.0889931;2649.8399;220.81999;24.694761;27.021520;2.3267591;91.389237;0.8000243;5.8307079;0.7916090;19.798722;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6642523;1;
87;55.944812;24.306118;26.698493;23.306118;11.340049;2.5107319;11.025376;11.683431;3.9895433;23.336490;17;3;0.5000000;1.1432198;34.646753;40.079676;0.5957987;7.5527958;19.798990;0.5647000;3183.7843;265.31536;188.27386;226.69204;38.418177;83.052702;2.9729251;28.938864;7.5571871;19.789912;0.0548812;4242.6925;353.55770;24.383370;28.219714;3.8363443;86.405446;0.7116143;3.6673597;0.8247884;19.798108;330.00000;45.616107;50.447404;4.8312970;90.423101;0.9761827;7.1006788;1.5482691;18.867096;90.423101;0.5957987;1;
88;55.946828;24.264768;26.685857;23.264768;11.315113;2.5084319;11.005276;11.689193;3.9907962;23.321577;8;4;0.5000000;1.2810124;21.766418;26.173234;0.5542735;10.070394;19.798990;0.3465147;7958.6983;663.22486;288.79675;322.36807;33.571315;89.586029;1.7733780;21.035396;10.069938;19.802427;0.0340912;9107.8359;758.98632;32.515154;44.653702;12.138547;72.816257;0.8570049;2.4315542;1.3036108;19.797690;330.00000;45.616198;51.338239;5.7220403;88.854233;0.9124921;7.0599077;3.2982456;9.0377267;88.854233;0.5542735;1;
89;49.213109;26.511020;22.902087;25.511020;12.968151;2.4841458;12.134473;7.2458028;3.8004960;20.001313;11;4;0.5000000;1.2810124;55.926987;63.833428;0.4672624;10.070394;19.798990;0.4676832;5834.0691;486.17243;285.72742;319.32920;33.601779;89.477386;2.0917152;22.400531;10.058492;19.825341;0.0448537;6859.9321;571.66101;32.221603;37.923942;5.7023385;84.963751;0.6134538;2.4697967;1.1071785;19.798480;330.00000;45.615992;49.791396;4.1754046;91.614205;0.8761172;5.7449220;2.4442698;11.777392;91.614205;0.4672624;1;
90;54.397728;29.122635;15.647741;28.122635;15.418393;2.1917445;13.513381;5.4632306;4.3467615;19.524548;6;3;0.5000000;1.1432198;34.693800;41.675477;0.3913511;7.5527958;19.798990;0.1417663;15685.176;1307.0980;232.85793;255.71449;22.856567;91.061685;0.9259418;9.1447970;7.5527594;19.799076;0.1417660;10000.000;833.33333;148.45696;164.66105;16.204096;90.159120;1.0764475;8.6670164;7.4503573;12.907382;330.00000;45.615918;53.315729;7.6998108;85.558088;0.7490944;6.3669698;5.7298811;5.4003457;85.558088;0.3913511;1;
91;57.248340;23.913655;23.566604;22.913655;10.907786;2.5866982;10.810153;12.687644;4.0405653;24.144472;30;3;0.5000000;1.1432198;54.749869;61.680283;0.6384448;7.5527958;19.798990;0.8572141;1546.2978;128.85815;138.80691;198.41744;59.610536;69.957008;6.7188081;40.040534;7.5540771;19.798769;0.0871921;2743.6992;228.64160;25.051995;27.350382;2.2983868;91.596509;1.1058620;6.7381065;0.8012181;19.798364;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6384448;1;
92;57.252446;23.900278;23.560789;22.900278;10.898708;2.5864594;10.803524;12.689104;4.0419837;24.139243;9;9;0.5000000;1.9173307;49.306312;55.803147;0.6315754;22.658387;19.798990;0.7669910;6111.9418;509.32848;490.90570;555.33388;64.428186;88.398297;5.3675319;44.407894;22.660621;19.800147;0.0775110;9309.9142;775.82618;75.567901;87.370477;11.802577;86.491344;1.3430262;6.2834129;2.5624739;19.794436;330.00000;45.616347;50.026513;4.4101662;91.184342;1.2724461;8.5724315;3.3682665;8.6092576;91.184342;0.6315754;1;
93;57.254512;23.900869;23.583771;22.900869;10.896505;2.5877721;10.803491;12.681126;4.0422126;24.131561;6;8;0.5000000;1.7525822;29.249600;34.145323;0.5587324;20.140789;19.798990;0.4501052;11352.284;946.02370;535.08889;588.11052;53.021632;90.984410;2.7400085;31.637703;20.140166;19.802299;0.4501195;10000.000;833.33333;471.36406;520.53799;49.173936;90.553248;3.2928008;30.982295;20.080219;17.457486;330.00000;45.616215;50.660476;5.0442609;90.043005;1.0448797;8.6002314;5.0451284;5.8566929;90.043005;0.5587324;1;
94;53.318526;30.317474;34.314369;29.317474;14.407252;3.1240429;13.877726;7.0491577;3.9013511;21.707895;15;3;0.5000000;1.1432198;51.699490;59.077356;0.7138598;7.5527958;19.798990;0.8561186;2320.9363;193.41136;208.07782;246.42329;38.345473;84.439185;2.0689398;17.964900;7.5444177;19.824582;0.0867303;2805.3581;233.77984;25.479327;28.755298;3.2759710;88.607418;0.4163012;2.2053439;0.8393444;19.798554;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.7138598;1;
95;59.903595;35.317550;21.742840;34.317550;19.300751;2.4630350;16.543016;7.6462887;3.3335871;24.805064;13;5;0.5000000;1.4332604;52.424049;59.343814;0.6349629;12.587993;19.798990;0.8567883;4082.0043;340.16703;366.24830;414.55352;48.305218;88.347652;13.430367;16.226167;12.587981;19.799014;0.0834429;4638.6468;386.55390;40.533066;48.184189;7.6511235;84.121091;2.6770243;1.0950382;1.4066332;19.797979;330.00000;45.611923;52.124325;6.5124017;87.506022;3.5280815;1.2067725;1.7652930;16.993892;87.506022;0.6349629;1;
96;57.344919;23.784404;23.083134;22.784404;10.736402;2.6262289;10.735645;12.359515;3.9613111;23.751717;29;3;0.5000000;1.1432198;54.860145;61.834367;0.6292493;7.5527958;19.798990;0.8064249;1686.1489;140.51240;142.39295;199.31994;56.926990;71.439390;6.0265535;39.730359;7.5469661;19.817436;0.0815928;2921.9271;243.49393;24.966045;27.220534;2.2544892;91.717689;1.0030183;6.5031567;0.7975618;19.798749;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6292493;1;
97;58.117232;24.813094;22.188475;23.813094;11.565503;2.5790681;11.261780;12.432855;3.7888899;24.339402;29;3;0.5000000;1.1432198;50.571589;57.065092;0.6152317;7.5527958;19.798990;0.8126359;1751.1319;145.92766;149.01964;204.98860;55.968962;72.696549;7.0517879;37.722760;7.5407438;19.833380;0.0826479;2885.4524;240.45437;24.973204;27.416394;2.4431904;91.088579;1.1061037;6.0093794;0.8015432;19.798451;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6152317;1;
98;57.921320;23.988826;24.820102;22.988826;10.834850;2.6500128;10.831910;12.566244;4.0040544;24.060657;5;9;0.5000000;1.9173307;27.555061;32.313566;0.5875593;22.658387;19.798990;0.4451237;13220.030;1101.6691;616.22849;673.55973;57.331246;91.488321;2.4403845;29.917446;22.660560;19.799669;0.4450784;10000.000;833.33333;466.08503;514.06935;47.984321;90.665788;2.8908557;29.025495;22.503902;15.083234;330.00000;45.616284;50.714348;5.0980645;89.947491;0.9454162;8.0464838;5.7278939;5.1567738;89.947491;0.5875593;1;
99;57.686401;23.286824;14.873088;22.286824;11.532680;2.0503830;10.630816;11.978951;4.1887658;23.122363;25;3;0.5000000;1.1432198;53.099807;60.117967;0.4711970;7.5527958;19.798990;0.4342325;3339.9835;278.33196;151.87815;193.96415;42.086000;78.302176;4.6150931;41.512459;7.5535441;19.800178;0.0427020;5490.4487;457.53739;24.551862;27.224942;2.6730797;90.181505;0.7053055;6.4490665;0.7990456;19.798632;330.00000;45.616116;49.680343;4.0642267;91.819246;1.2872410;15.201820;1.9440564;15.284814;91.819246;0.4711970;1;
100;59.996975;25.411625;39.312434;24.411625;11.679323;2.7359190;11.521833;12.846828;4.6704769;25.052640;11;4;0.5000000;1.2810124;27.311965;32.105568;0.8820187;10.070394;19.798990;0.7610600;3341.3444;278.44536;266.29853;309.63825;43.339720;86.003112;2.0553475;26.298412;10.062671;19.816844;0.0729142;4202.2345;350.18621;32.086392;37.669097;5.5827049;85.179616;0.5226131;3.2059662;1.1004502;19.798330;330.00000;45.616057;51.513010;5.8969523;88.552499;0.7246730;4.5921447;1.5791993;18.809299;88.552499;0.8820187;1;
101;57.217974;23.931221;22.909811;22.931221;10.786664;2.6535325;10.802227;12.494292;3.9128251;23.959902;30;3;0.5000000;1.1432198;54.934947;61.868146;0.6259122;7.5527958;19.798990;0.8330528;1613.6145;134.46787;140.76703;199.43372;58.666690;70.583365;6.9624762;39.690647;7.5535471;19.800162;0.0847860;2821.0770;235.08975;25.047686;27.321049;2.2733633;91.679078;1.1047904;6.6178158;0.7997802;19.798522;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6259122;1;
102;56.950797;24.370736;23.202699;23.370736;11.130351;2.6386586;11.025703;12.415072;3.9638215;24.100440;7;8;0.5000000;1.7525822;34.180047;39.448223;0.5644026;20.140789;19.798990;0.5330746;9278.3253;773.19377;517.94805;571.64762;53.699574;90.606176;3.2427976;34.152968;20.142796;19.799799;0.4268626;10000.000;833.33333;447.00943;487.43984;40.430405;91.705560;3.1336621;28.700741;16.206312;19.797385;330.00000;45.616018;50.445149;4.8291315;90.426966;1.0729277;8.1955959;4.2957416;6.8357028;90.426966;0.5644026;1;
103;57.640955;24.140909;23.539653;23.140909;10.905907;2.6687995;10.903254;12.394680;3.8942307;23.965134;12;3;0.5000000;1.1432198;21.998109;26.293007;0.5287459;7.5527958;19.798990;0.3446908;5783.5801;481.96501;208.76376;238.34243;29.578670;87.589843;2.0084287;23.058269;7.5535351;19.799544;0.0335760;6908.1382;575.67818;24.289502;31.144501;6.8549996;77.989696;0.7385697;2.7434546;0.9094695;19.797611;330.00000;45.616044;51.142488;5.5264446;89.194025;1.0341235;8.0998751;2.4913764;11.940063;89.194025;0.5287459;1;
104;54.128780;35.462167;25.474650;34.462167;18.848091;2.7410140;16.545830;5.0875828;3.1536980;22.318666;9;3;0.5000000;1.1432198;39.889230;46.975371;0.5617228;7.5527958;19.798990;0.4106174;5349.9453;445.82878;230.04631;257.95247;27.906162;89.181665;7.5069124;5.2500925;7.5535310;19.799225;0.0404285;5776.9292;481.41077;24.457566;34.360871;9.9033051;71.178539;1.1492577;0.6317914;1.0021138;19.798654;330.00000;45.615499;52.503633;6.8881340;86.880653;2.2947156;1.5394323;2.1825965;13.874467;86.880653;0.5617228;1;
105;57.139500;24.614891;28.763627;23.614891;12.554120;2.0139726;11.303952;8.6650821;2.9087409;20.472528;9;3;0.5000000;1.1432198;24.394546;29.250583;0.6328428;7.5527958;19.798990;0.3167595;6712.1587;559.34656;222.64887;249.29691;26.648037;89.310723;2.1140630;15.737361;7.5527770;19.799021;0.0322212;7494.1078;624.50899;25.286576;33.426346;8.1397695;75.648641;0.5561215;1.9653000;0.9755124;19.798236;330.00000;45.615982;51.177810;5.5618276;89.132345;0.9081406;5.8172524;2.7037594;10.954139;89.132345;0.6328428;1;
106;57.354972;24.579924;22.716706;23.579924;11.194884;2.6811021;11.119686;12.453145;4.0539410;24.243107;30;3;0.5000000;1.1432198;54.975597;61.910311;0.6255387;7.5527958;19.798990;0.8558375;1590.8943;132.57453;142.58087;201.05381;58.472943;70.916770;6.0520407;39.128262;7.5388549;19.839084;0.0871157;2746.5962;228.88302;25.056457;27.414160;2.3577035;91.399687;1.1066101;6.4032862;0.8022250;19.798326;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6255387;1;
107;57.384150;24.338115;22.630016;23.338115;11.036474;2.6739472;11.000571;12.462590;4.0347464;24.131647;5;5;0.5000000;1.4332604;15.363650;19.145435;0.4915284;12.587993;19.798990;0.2213252;15747.156;1312.2630;364.97374;411.88910;46.915354;88.609712;1.4918463;17.415111;12.587884;19.799160;0.2213249;10000.000;833.33333;231.77092;262.13362;30.362701;88.417090;2.0022247;16.217733;12.317147;12.796293;330.00000;45.615934;52.824633;7.2086989;86.353528;1.0020924;8.1270393;6.1530232;5.0033248;86.353528;0.4915284;1;
108;57.350981;24.803671;22.980549;23.803671;11.378419;2.6692445;11.234524;12.465909;4.0871722;24.367745;10;4;0.5000000;1.2810124;24.291012;28.765168;0.5249080;10.070394;19.798990;0.3853671;6862.5414;571.87845;276.94164;312.38347;35.441827;88.654385;2.0730163;25.253428;10.061283;19.819949;0.0385805;8202.8289;683.56907;33.140610;43.522448;10.381838;76.146015;1.0007763;2.9736087;1.2711944;19.797069;330.00000;45.616113;51.143638;5.5275249;89.192155;1.0994035;7.8523719;2.9750463;10.005502;89.192155;0.5249080;1;
109;55.468720;25.199074;23.116405;24.199074;11.277153;2.8610927;11.384264;10.779492;4.2593956;22.879029;14;4;0.5000000;1.2810124;43.692131;50.020954;0.5585210;10.070394;19.798990;0.5651861;4327.0802;360.59001;256.10322;296.86076;40.757534;86.270488;2.8234405;30.738044;10.071031;19.800475;0.0541972;5672.4417;472.70348;32.194063;36.956098;4.7620351;87.114346;0.6119520;3.8129542;1.0803372;19.798483;330.00000;45.616241;49.954357;4.3381157;91.315841;0.9067397;7.2848076;2.0379981;14.177669;91.315841;0.5585210;1;
110;55.661814;26.134832;15.628413;25.134832;11.584379;3.0416790;11.806996;11.148447;4.4809883;23.715863;5;6;0.5000000;1.5911023;22.061788;26.587886;0.3885428;15.105592;19.798990;0.2018577;20619.639;1718.3033;435.86794;490.25296;54.385015;88.906744;1.6724954;18.861226;15.106961;19.799478;0.2018348;10000.000;833.33333;211.36089;239.12707;27.766179;88.388525;2.0415390;17.275408;14.612579;9.8942830;330.00000;45.615947;53.157105;7.5411581;85.813452;1.0512550;9.4048823;7.9619135;3.9027611;85.813452;0.3885428;1;
111;59.877696;22.834978;19.338085;21.834978;9.6134484;2.8486253;10.205333;12.698662;4.1173864;23.616151;28;3;0.5000000;1.1432198;54.326496;61.339935;0.5968408;7.5527958;19.798990;0.6217184;2154.4873;179.54061;140.27048;191.51699;51.246515;73.241792;4.9858904;42.334788;7.5535410;19.800228;0.0616102;3809.4615;317.45512;24.577885;26.797080;2.2191955;91.718518;0.6997474;7.0318754;0.7869253;19.798119;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.5968408;1;
112;59.912401;22.847093;19.370208;21.847093;9.6167119;2.8513201;10.210716;12.670317;4.1200046;23.593864;10;7;0.5000000;1.5912727;45.440266;51.748117;0.5789115;17.623190;19.798990;0.5167286;7228.8807;602.40672;391.16697;441.60725;50.440278;88.578023;3.4748585;43.064410;17.606396;19.821588;0.1839337;10000.000;833.33333;192.61494;206.32020;13.705254;93.357289;1.5842623;19.907099;6.3994368;19.796835;330.00000;45.616372;49.574103;3.9577316;92.016534;0.9916901;11.987279;3.8193080;7.6457796;92.016534;0.5789115;1;
113;59.968905;22.788453;19.144524;21.788453;9.5759090;2.8507786;10.181532;12.658351;4.1294106;23.552577;17;4;0.5000000;1.2810124;44.412406;50.648890;0.5659643;10.070394;19.798990;0.4960859;4203.5440;350.29534;218.37410;261.94718;43.573078;83.365701;3.0922518;40.675160;10.047169;19.847914;0.0483951;6419.1114;534.92595;32.531579;36.612574;4.0809954;88.853569;0.7045061;5.7705487;1.0733630;19.798274;330.00000;45.616253;49.704353;4.0880997;91.775168;1.0390656;12.192452;2.2791507;12.819729;91.775168;0.5659643;1;
