Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V);Goal 1;Goal 2
202;59.389923;21.336356;32.594636;20.336356;8.3156659;2.9622941;9.4276044;14.416466;4.7135815;25.084644;29;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
203;59.743418;21.334298;19.759632;20.334298;8.2308139;3.0039851;9.4161526;13.167424;3.9018586;23.834573;10;9;0.5000000;1.9173307;56.526547;63.699694;0.6230206;22.658387;19.798990;0.6125032;6456.4208;538.03507;414.12245;476.34658;62.224131;86.937215;6.0351524;52.185479;22.630251;19.825676;0.2348016;10000.000;833.33333;245.88364;261.87092;15.987279;93.894977;2.1709232;28.833011;8.7212545;19.791409;330.00000;45.616852;49.185908;3.5690560;92.743743;1.0842859;14.392359;4.1006554;7.1361871;92.743743;0.6230206
204;55.495966;23.102961;11.992617;22.102961;11.180009;2.1610532;10.511217;10.454211;3.2742140;22.005692;19;4;0.5000000;1.2810124;58.099258;65.489034;0.4004111;10.070394;19.798990;0.3471643;6036.3146;503.02622;219.45000;260.16165;40.711654;84.351401;6.9795468;41.133702;10.070599;19.799414;0.0345565;9087.2267;757.26889;32.884390;37.685059;4.8006690;87.261081;1.0367419;6.0624094;1.1036846;19.796527;330.00000;45.616239;50.744650;5.1284108;89.893692;1.8933392;16.967066;3.1895507;9.5747179;89.893692;0.4004111
205;58.950080;31.256785;32.105216;30.256785;15.922590;2.7018422;14.452932;7.8122011;3.7976217;23.440593;17;3;0.5000000;1.1432198;48.814609;55.670013;0.8044061;7.5527958;19.798990;0.9362606;2066.5435;172.21195;202.61421;244.03368;41.419472;83.027150;3.5182525;19.581279;7.5530888;19.798775;0.0909808;2564.4462;213.70385;24.432725;27.477982;3.0452565;88.917467;0.5058787;2.4131255;0.8021387;19.798886;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.8044061
206;59.186934;26.395530;17.103909;25.395530;10.869154;3.4923977;11.824665;12.164232;4.5739575;25.361997;22;4;0.5000000;1.2810124;56.461199;63.569718;0.5535715;10.070394;19.798990;0.6968290;2883.4010;240.28342;210.40687;263.88745;53.480582;79.733564;4.5750395;40.177536;10.071395;19.800088;0.0694053;4557.8573;379.82144;33.126978;36.728855;3.6018773;90.193331;0.9104297;5.9468659;1.0769459;19.798006;330.00000;45.616043;49.741908;4.1258642;91.705456;1.1599290;9.1639855;1.6487755;17.538233;91.705456;0.5535715
207;45.336333;26.833996;10.108930;25.833996;11.217536;3.4748017;12.048298;5.5632230;3.8725647;18.980221;7;4;0.5000000;1.2810124;54.766214;63.362397;0.2428400;10.070394;19.798990;0.1290870;22263.846;1855.3205;300.96184;333.13525;32.173411;90.342238;1.2744926;15.278928;10.070326;19.799115;0.1290867;10000.000;833.33333;135.17926;153.27881;18.099555;88.191744;1.5016685;13.977952;9.8093932;9.2967077;330.00000;45.615941;56.466570;10.850629;80.783977;1.1518132;10.870648;8.2730131;4.0123044;80.783977;0.2428400
208;50.738294;28.411701;13.211176;27.411701;12.532581;3.3807458;12.860664;7.2906901;3.7785309;21.496541;13;4;0.5000000;1.2810124;61.144912;69.308853;0.3564586;10.070394;19.798990;0.3486780;7692.4598;641.03832;280.87844;314.00792;33.129477;89.449477;2.6309460;24.611342;10.069012;19.804325;0.0337127;9171.7102;764.30918;32.379636;39.406786;7.0271502;82.167665;0.7244732;2.8375479;1.1508352;19.797875;330.00000;45.616079;50.306510;4.6904311;90.676294;1.0680013;8.4518350;3.2310352;9.0688192;90.676294;0.3564586
209;57.914012;29.230447;13.866552;28.230447;15.763778;2.0575562;13.600834;9.0690705;4.6286434;23.684294;14;3;0.5000000;1.1432198;38.687356;44.746474;0.4150317;7.5527958;19.798990;0.3006504;6750.1666;562.51388;212.52252;239.92405;27.401526;88.579083;2.0364073;22.147326;7.5492055;19.810786;0.0290064;7972.5426;664.37855;24.216917;29.697121;5.4802042;81.546345;0.6505552;2.5189877;0.8670415;19.798070;330.00000;45.615995;50.690603;5.0746078;89.989056;1.0689464;8.6541853;2.8102063;10.504434;89.989056;0.4150317
210;52.554385;24.118741;16.038986;23.118741;9.8212238;3.2032241;10.758564;9.2022027;3.1730564;21.261573;12;4;0.5000000;1.2810124;42.410985;48.694672;0.3954398;10.070394;19.798990;0.3129756;8331.1500;694.26250;273.05115;306.09742;33.046272;89.204002;2.8083805;27.594656;10.070664;19.801038;0.0713529;10000.000;833.33333;74.720610;83.811613;9.0910023;89.153052;1.0711990;7.4829887;2.4652624;19.796843;330.00000;45.616038;50.806836;5.1907978;89.783269;1.1930939;10.616524;3.5824656;8.3170621;89.783269;0.3954398
211;46.925880;26.697152;17.593088;25.697152;11.523132;3.2731313;12.030293;6.2463981;2.7559798;19.594974;12;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
212;45.093915;26.649358;10.167238;25.649358;11.640011;3.1976227;12.025274;5.7103706;2.9358814;19.035050;8;3;0.5000000;1.1432198;39.358229;46.384377;0.2294584;7.5527958;19.798990;0.1063857;19843.170;1653.5975;221.06651;252.60194;31.535436;87.515759;1.8434035;12.767796;7.5527191;19.799163;0.1063852;10000.000;833.33333;111.40636;128.34744;16.941079;86.800610;2.1380797;11.522020;7.2923119;10.370409;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2294584
213;46.908964;26.579643;11.023064;25.579643;11.272827;3.3563161;11.950743;6.2879125;2.9707025;19.577734;11;4;0.5000000;1.2810124;62.335479;70.907833;0.2827915;10.070394;19.798990;0.2211151;12459.814;1038.3178;288.50847;320.20317;31.694697;90.101692;3.5387181;21.997914;10.070356;19.799043;0.2211155;10000.000;833.33333;231.55166;259.89236;28.340699;89.095217;3.8762889;21.293878;10.018402;16.074589;330.00000;45.616003;52.404438;6.7884347;87.046069;1.8540688;10.829873;4.9784147;6.1826430;87.046069;0.2827915
214;54.237553;22.106183;18.343670;21.106183;10.075268;2.3574313;9.9637336;9.8916858;3.8119181;20.944777;6;8;0.5000000;1.7525822;46.331451;53.191937;0.4673146;20.140789;19.798990;0.3175484;15929.386;1327.4488;529.70929;576.39819;46.688906;91.899887;2.5778321;33.443880;20.142721;19.799811;0.3175171;10000.000;833.33333;332.50308;369.82195;37.318869;89.908963;2.8874151;32.196114;19.965607;12.637610;330.00000;45.616098;50.722512;5.1064142;89.932647;1.0681902;12.471160;6.9695280;4.2983150;89.932647;0.4673146
215;57.731289;34.002166;11.834206;33.002166;16.714225;3.2865181;15.679454;5.5335320;2.1346338;22.534615;5;9;0.5000000;1.9173307;59.720790;68.236214;0.4048963;22.658387;19.798990;0.2188448;27472.899;2289.4082;629.60658;762.26585;132.65927;82.596719;12.719581;11.174477;22.657962;19.799352;0.2188340;10000.000;833.33333;229.16242;267.81295;38.650535;85.568086;12.447273;8.9722984;20.753373;7.5431466;330.00000;45.617063;54.683343;9.0662801;83.420399;5.8880753;4.2603808;10.354824;3.0535747;83.420399;0.4048963
216;45.007234;27.845921;10.017421;26.845921;12.209517;3.3402131;12.587907;5.0540900;2.9171656;18.977051;6;3;0.5000000;1.1432198;34.520796;41.549890;0.2213625;7.5527958;19.798990;0.0771927;26104.364;2175.3637;211.01737;256.08715;45.069783;82.400608;1.9616282;8.6105165;7.5526545;19.799347;0.0771916;10000.000;833.33333;80.834837;94.991397;14.156560;85.097008;2.1521161;7.2326108;6.9497485;7.9544879;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2213625
217;47.349679;29.059429;12.890671;28.059429;12.905399;3.4256678;13.173297;5.1514236;2.8806746;19.681138;14;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
218;45.447501;27.844237;19.471966;26.844237;12.020421;3.4341598;12.563578;5.2147585;2.9281794;19.136877;10;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
219;59.288111;32.099727;32.131658;31.099727;15.363586;3.2823954;14.729265;7.2414592;2.0472133;23.291323;8;5;0.5000000;1.4332604;35.209923;40.901188;0.7773994;12.587993;19.798990;0.5329414;6710.5403;559.21169;374.51186;428.80421;54.292354;87.338661;14.714127;6.6031290;12.587933;19.799089;0.0483464;7075.0504;589.58753;35.819766;61.174876;25.355111;58.553066;2.0387298;0.8428492;1.7796647;19.799214;330.00000;45.619198;57.185110;11.565912;79.774608;3.4924099;1.2702143;2.9116035;11.274454;79.774608;0.7773994
220;45.440777;24.971969;23.674794;23.971969;10.209602;3.3137595;11.157545;6.6158837;4.8986640;19.101868;7;3;0.5000000;1.1432198;42.847326;50.755235;0.3953925;7.5527958;19.798990;0.2119208;10405.455;867.12126;230.92090;252.99227;22.071370;91.275872;0.9769383;12.370851;7.5527748;19.799010;0.2119203;10000.000;833.33333;221.92238;243.49858;21.576193;91.139089;1.1012236;12.221001;7.5465368;19.060916;330.00000;45.615931;51.231334;5.6154033;89.039124;0.6408814;6.2562206;3.9302804;7.5641106;89.039124;0.3953925
221;45.053640;27.155903;10.156756;26.155903;11.429540;3.4837669;12.207010;5.3979954;3.5708232;18.975947;5;3;0.5000000;1.1432198;28.930298;35.444019;0.2190832;7.5527958;19.798990;0.0631569;31766.810;2647.2342;210.09863;256.37627;46.277636;81.949329;0.8011269;8.1715727;7.5526441;19.799331;0.0631558;10000.000;833.33333;66.136581;77.533824;11.397243;85.300296;1.0011123;6.7414830;6.8394513;6.5903962;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2190832
222;46.041451;27.014282;10.799297;26.014282;11.474427;3.4107442;12.154455;5.8719135;3.3615919;19.379054;11;3;0.5000000;1.1432198;54.190346;62.390242;0.2584769;7.5527958;19.798990;0.1664033;12759.161;1063.2634;222.33748;247.57569;25.238216;89.805859;1.7935920;17.107295;7.5524079;19.802351;0.1664118;10000.000;833.33333;174.26603;196.24822;21.982198;88.798779;2.0905963;16.462202;7.5039083;15.744761;330.00000;45.615952;53.943857;8.3279051;84.561903;1.3126343;10.489402;4.9299454;6.4172211;84.561903;0.2584769
223;46.076210;27.022903;14.040055;26.022903;11.581011;3.3605311;12.171319;5.9825044;3.0526016;19.493956;11;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
224;56.848757;33.340406;15.333419;32.340406;16.098824;3.3578756;15.330734;7.0200234;4.5840453;23.690226;6;6;0.5000000;1.5911023;41.945455;48.560932;0.4379451;15.105592;19.798990;0.3362115;13002.926;1083.5772;457.80677;499.05110;41.244325;91.735450;1.7505286;15.549882;15.105525;19.799065;0.3362108;10000.000;833.33333;352.07915;386.19415;34.114994;91.166362;1.9894664;15.031870;14.999392;15.391903;330.00000;45.616074;50.664609;5.0485352;90.035381;0.7443894;5.1020529;5.0087461;5.8572600;90.035381;0.4379451
225;56.130292;30.499640;17.043595;29.499640;15.825362;2.4800478;14.129808;7.3208665;2.5458753;22.570687;9;5;0.5000000;1.4332604;42.357681;48.684060;0.4579512;12.587993;19.798990;0.3657949;9951.6706;829.30588;381.20825;423.65389;42.445638;89.981058;14.544033;11.136130;12.587725;19.801533;0.3479806;10000.000;833.33333;364.40439;404.47515;40.070754;90.093148;14.264305;10.345289;11.986567;19.799027;330.00000;45.614677;51.835265;6.2205880;87.999313;5.4922266;3.0562133;3.8980816;7.6372399;87.999313;0.4579512
226;45.010090;27.382485;10.343152;26.382485;11.576600;3.4911591;12.318453;5.1556899;2.7736850;18.846933;5;3;0.5000000;1.1432198;27.769964;34.175647;0.2197365;7.5527958;19.798990;0.0596864;31481.875;2623.4896;196.77261;257.19299;60.420378;76.507766;2.1472959;6.8345362;7.5533448;19.799634;0.0596774;10000.000;833.33333;62.493979;74.981688;12.487709;83.345655;2.2558907;5.2854283;6.5664491;6.6206949;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2197365
227;49.755650;27.085820;16.063455;26.085820;12.100982;3.1230160;12.262156;6.8231365;3.1464431;20.366046;13;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
228;48.113352;27.143113;22.748556;26.143113;12.055762;3.1660878;12.280034;6.1787743;3.1516180;19.750331;11;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
229;56.351351;24.982608;13.447325;23.982608;10.936417;2.9541517;11.252766;11.879679;2.0019567;24.370983;15;8;0.5000000;1.7525822;59.266025;66.152720;0.4794066;20.140789;19.798990;0.4616491;8771.1002;730.92502;424.02813;496.99478;72.966644;85.318428;38.022697;44.031827;20.140699;19.799031;0.2521073;10000.000;833.33333;264.00619;290.23300;26.226809;90.963533;20.070446;20.268095;9.0772002;19.790041;330.00000;45.616922;50.973905;5.3569828;89.490735;7.3128170;10.451678;3.9698065;7.6848701;89.490735;0.4794066
230;55.296370;30.896985;11.388788;29.896985;16.261165;2.4040549;14.347479;8.0052567;2.6091178;23.453749;8;7;0.5000000;1.5912727;45.698073;52.078932;0.3665071;17.623190;19.798990;0.3018069;16392.625;1366.0521;518.09136;578.17132;60.079962;89.608623;15.819555;16.959698;17.623068;19.798941;0.3018418;10000.000;833.33333;316.08804;357.27184;41.183796;88.472700;16.077916;15.727136;17.287077;12.392994;330.00000;45.615860;52.115015;6.4991543;87.529210;7.9023170;4.6529883;6.3323411;4.7570686;87.529210;0.3665071
231;47.859825;27.636491;10.530179;26.636491;12.088842;3.3257544;12.486807;5.7092275;2.6332584;19.527473;15;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
232;46.856723;28.272562;21.513040;27.272562;12.346754;3.4239663;12.780289;5.5737059;3.3736040;19.709987;10;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
233;45.276641;26.524349;10.038512;25.524349;11.787352;3.0793057;11.992348;5.7875218;3.6597102;19.049696;7;3;0.5000000;1.1432198;37.710123;44.765853;0.2271086;7.5527958;19.798990;0.0920224;23124.031;1927.0026;222.83615;253.48148;30.645334;87.910228;1.1166588;11.855122;7.5527195;19.799154;0.0920216;10000.000;833.33333;96.364824;110.80641;14.441581;86.966835;1.3267046;10.614669;7.2515734;8.9755505;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2271086
234;52.119614;28.109776;39.615227;27.109776;13.182378;2.9480168;12.817884;7.7586648;4.1175948;21.813553;18;3;0.5000000;1.1432198;61.418044;69.572810;0.7928670;7.5527958;19.798990;1.0843771;1684.0718;140.33932;191.23597;239.49721;48.261245;79.848932;2.6141195;22.396937;7.5535464;19.799667;0.1101378;2213.5323;184.46103;25.529998;28.129403;2.5994042;90.759120;0.4198677;2.9937210;0.8215973;19.798503;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.7928670
235;55.125333;21.791052;17.633743;20.791052;9.9331855;2.3159260;9.8165447;8.7648521;2.3810669;19.660378;7;7;0.5000000;1.5912727;45.464742;52.038449;0.4614907;17.623190;19.798990;0.2959257;15434.168;1286.1807;478.29355;523.72893;45.435387;91.324637;6.0886894;29.955465;17.601089;19.827107;0.2963134;10000.000;833.33333;310.29864;346.71632;36.417677;89.496405;6.6035766;28.655433;17.455348;13.068375;330.00000;45.616103;51.192366;5.5762624;89.107238;1.9113684;12.022793;6.4603587;4.6759415;89.107238;0.4614907
236;45.000638;26.816491;10.033895;25.816491;11.186035;3.4843008;12.037170;5.5866704;3.2997964;18.994916;5;3;0.5000000;1.1432198;26.639491;32.799877;0.2155392;7.5527958;19.798990;0.0600957;32740.453;2728.3711;206.04236;256.28090;50.238541;80.397080;0.7894545;8.3556962;7.5533357;19.799394;0.0600875;10000.000;833.33333;62.923530;74.288569;11.365039;84.701497;1.0994122;6.6933709;6.7501308;6.3974750;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2155392
237;45.190953;26.849001;13.086464;25.849001;11.273389;3.4522345;12.061442;5.5430737;3.2033937;18.967574;9;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
