Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V);Goal 1;Goal 2
357;46.456158;28.089559;17.640078;27.089559;12.843728;3.1101213;12.767249;5.4799112;3.3960195;19.524691;12;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
358;45.037980;26.940543;10.315551;25.940543;12.536992;2.8531262;12.256990;5.5228784;2.8544641;18.993150;8;3;0.5000000;1.1432198;40.685270;47.899826;0.2314401;7.5527958;19.798990;0.1089173;19404.017;1617.0014;221.31821;253.14320;31.824981;87.428072;2.4462235;12.214600;7.5527185;19.799178;0.1089168;10000.000;833.33333;114.05736;131.36096;17.303592;86.827446;2.7397911;11.017144;7.2963935;10.589330;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2314401
359;50.021188;24.930420;10.376354;23.930420;12.585784;2.1108293;11.437503;8.0015621;2.5819540;20.466772;8;4;0.5000000;1.2810124;31.292257;36.778508;0.2679440;10.070394;19.798990;0.1300237;21136.150;1761.3459;287.79095;327.14044;39.349492;87.971682;4.1145931;18.686137;10.070300;19.799169;0.1300241;10000.000;833.33333;136.16087;157.29218;21.131307;86.565570;4.5142882;16.817827;9.7268120;9.7533375;330.00000;45.616287;57.444820;11.828532;79.408879;3.5970903;12.954591;8.0970683;4.2017226;79.408879;0.2679440
360;54.042283;24.138899;26.846106;23.138899;11.622796;2.3096371;10.992040;9.5457985;2.6886120;21.615248;6;9;0.5000000;1.9173307;41.911798;47.955005;0.5937677;22.658387;19.798990;0.5697761;10449.056;870.75466;623.46182;680.92578;57.463959;91.560907;7.0352386;28.815647;22.648834;19.810130;0.5700155;10000.000;833.33333;596.91882;653.05439;56.135573;91.404150;7.3982386;28.491430;22.637444;18.950285;330.00000;45.616265;50.491710;4.8754450;90.344068;1.2800907;6.5529299;4.4827670;6.5380244;90.344068;0.5937677
361;46.061397;22.069123;25.382025;21.069123;10.573692;2.0949833;10.010816;8.1795595;3.2217637;19.214121;7;7;0.5000000;1.5912727;57.684731;65.648483;0.4597719;17.623190;19.798990;0.4484732;10054.938;837.91152;472.22012;516.84652;44.626397;91.365638;2.9999951;31.215965;17.623153;19.799031;0.4484723;10000.000;833.33333;469.63909;514.14449;44.505400;91.343795;3.3033075;30.998290;17.621414;19.652370;330.00000;45.616041;49.773861;4.1578208;91.646578;1.0435128;8.5650957;4.4067487;6.5873165;91.646578;0.4597719
362;51.645982;31.205384;10.086187;30.205384;14.747635;3.2709623;14.284951;6.2487782;4.2273733;21.851470;15;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
363;59.814053;37.585478;10.383973;36.585478;21.103269;2.3717505;17.699801;6.4600744;4.9217440;25.252814;19;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
364;54.703512;22.110408;19.091424;21.110408;9.5416396;2.6257546;9.8987655;8.9235456;2.9781765;19.978750;9;6;0.5000000;1.5911023;52.870893;60.156110;0.4930661;15.105592;19.798990;0.3738017;10015.330;834.61085;392.04431;432.19819;40.153872;90.709384;3.0934129;33.470249;15.081784;19.834109;0.3744068;10000.000;833.33333;392.07785;432.29682;40.218967;90.696446;3.7039315;33.119312;15.105077;19.728524;330.00000;45.616290;50.022890;4.4065997;91.190833;1.0767970;11.201543;4.4817837;6.5670401;91.190833;0.4930661
365;53.168310;24.900733;24.299922;23.900733;12.646390;2.0699241;11.432886;10.168998;2.4407585;22.619365;18;3;0.5000000;1.1432198;35.804413;41.149181;0.5079555;7.5527958;19.798990;0.5170177;3681.4736;306.78946;199.32223;238.14936;38.827131;83.696311;11.900614;23.158382;7.5535189;19.799585;0.0515536;4464.8867;372.07389;24.104479;29.243232;5.1387532;82.427547;1.1256329;3.4494219;0.8540396;19.797456;330.00000;45.616885;51.322324;5.7054385;88.883125;2.4076236;6.3655524;1.6576845;17.949285;88.883125;0.5079555
366;45.026337;27.097744;10.040285;26.097744;13.355519;2.5000059;12.423870;5.4116437;3.0547401;18.960515;7;3;0.5000000;1.1432198;37.557832;44.627590;0.2248636;7.5527958;19.798990;0.0921044;22754.854;1896.2378;219.47408;253.78413;34.310055;86.480615;1.4636756;11.555546;7.5535506;19.799167;0.0920945;10000.000;833.33333;96.441129;111.54724;15.106116;86.457652;1.8124687;10.140436;7.1948692;9.0929630;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2248636
367;47.055646;28.786823;26.780414;27.786823;13.106799;3.2276087;13.086509;5.1991182;4.8245888;19.592530;9;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
368;45.004715;26.837077;10.012843;25.837077;11.249032;3.4601540;12.053500;5.3908735;3.2956743;18.809412;6;3;0.5000000;1.1432198;33.813833;40.669873;0.2209557;7.5527958;19.798990;0.0765968;27037.669;2253.1391;216.87443;255.18876;38.314337;84.985884;0.9551116;9.8836131;7.5534326;19.799357;0.0765872;10000.000;833.33333;80.201926;93.230714;13.028789;86.025218;1.2778917;8.4121766;7.0576002;7.7095574;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2209557
369;55.130643;33.779202;16.058894;32.779202;17.181216;2.9733927;15.646253;5.1974859;4.0641286;22.087087;6;5;0.5000000;1.4332604;52.296575;60.581365;0.4317237;12.587993;19.798990;0.2973126;12441.295;1036.7746;387.35353;421.65123;34.297703;91.865860;1.6886797;12.372192;12.587943;19.799032;0.2973120;10000.000;833.33333;311.34444;340.59860;29.254160;91.410957;1.8917636;11.985127;12.516104;16.061436;330.00000;45.616006;50.577440;4.9614344;90.190420;0.7768956;4.5168674;4.7035746;6.2247772;90.190420;0.4317237
370;59.314018;21.546874;19.266982;20.546874;9.5096950;2.4404646;9.6633209;11.866746;2.4373133;22.640183;7;7;0.5000000;1.5912727;28.667914;33.360149;0.5103518;17.623190;19.798990;0.3148213;14119.416;1176.6180;465.48906;515.25677;49.767712;90.341182;6.9247438;31.494527;17.641121;19.775451;0.3145070;10000.000;833.33333;329.35097;370.01641;40.665436;89.009829;7.0057251;30.533947;17.458074;14.206639;330.00000;45.616366;51.546657;5.9302914;88.495294;1.9957614;12.203254;6.0999630;4.9865768;88.495294;0.5103518
371;45.122117;22.579211;10.047043;21.579211;10.830623;2.1486924;10.252432;7.6714039;2.6402283;18.961009;5;5;0.5000000;1.4332604;28.826765;34.386863;0.2232778;12.587993;19.798990;0.0813109;39928.859;3327.4050;339.98856;410.52488;70.536320;82.818016;1.7198899;17.984708;12.589770;19.793322;0.0812903;10000.000;833.33333;85.126972;100.38256;15.255590;84.802550;2.2130764;14.522131;11.329769;5.2840824;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2232778
372;45.196484;26.842167;10.041497;25.842167;11.721911;3.2255330;12.114700;5.4397042;2.6551077;18.860788;11;3;0.5000000;1.1432198;56.121365;64.591554;0.2428208;7.5527958;19.798990;0.1476491;14388.051;1199.0042;222.46480;251.02109;28.556292;88.623947;5.6302353;14.266389;7.5527478;19.799099;0.1476493;10000.000;833.33333;154.61795;176.68425;22.066302;87.510884;5.8313964;13.489973;7.4492006;14.082208;330.00000;45.615982;55.457546;9.8415645;82.253877;4.3384914;9.2977377;5.4794213;5.9156230;82.253877;0.2428208
373;46.510770;27.012261;24.305872;26.012261;11.466701;3.4138856;12.152659;6.1192909;3.0900074;19.625422;11;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
374;56.667679;24.335545;24.852654;23.335545;10.322492;3.0300201;10.910267;11.336843;3.4467225;23.504615;17;4;0.5000000;1.2810124;44.575233;50.691188;0.6127443;10.070394;19.798990;0.6981812;3226.2773;268.85644;235.88400;284.31233;48.428325;82.966505;4.7567840;34.615586;10.072409;19.801925;0.0685587;4550.6502;379.22085;32.671145;36.933315;4.2621693;88.459825;0.8121904;4.6926534;1.0803664;19.798231;330.00000;45.616132;50.174098;4.5579659;90.915699;1.1161831;7.2328179;1.6594186;17.494936;90.915699;0.6127443
375;57.219018;24.756691;28.220074;23.756691;10.672465;3.0054432;11.126985;12.365858;4.1044130;24.744204;10;8;0.5000000;1.7525822;49.608530;56.124183;0.7127383;20.140789;19.798990;0.9556729;4498.7195;374.89329;450.22211;516.79381;66.571695;87.118326;4.9722220;41.565236;20.154189;19.788911;0.0947525;6664.7909;555.39924;66.131123;75.402354;9.2712306;87.704322;1.0254193;5.7806242;2.2094923;19.796631;330.00000;45.616193;50.436274;4.8200815;90.443224;1.0010258;6.5124999;2.4574226;11.876823;90.443224;0.7127383
376;45.034966;26.937130;10.183577;25.937130;13.504243;2.3682823;12.376495;5.3450219;3.6049839;18.813587;7;3;0.5000000;1.1432198;41.743207;49.342433;0.2289232;7.5527958;19.798990;0.0950106;22502.831;1875.2359;223.89159;253.51875;29.627153;88.313624;1.2681385;11.811034;7.5527180;19.798888;0.0950103;10000.000;833.33333;99.494544;114.00618;14.511634;87.271186;1.4327293;10.667254;7.2744931;9.2072422;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2289232
377;46.289065;28.167101;25.411360;27.167101;12.349292;3.3850329;12.737292;5.2239090;4.0687258;19.307460;10;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
378;45.300183;25.610555;10.160524;24.610555;10.815760;3.2387468;11.495591;5.6172668;3.2171300;18.422544;11;3;0.5000000;1.1432198;60.186912;69.071582;0.2467480;7.5527958;19.798990;0.1466990;14446.433;1203.8694;221.93026;245.97465;24.044384;90.224853;1.6942994;18.272672;7.5526410;19.801744;0.1467018;10000.000;833.33333;153.62576;173.62911;20.003353;88.479263;1.9868667;17.406712;7.4889675;14.028079;330.00000;45.615946;55.383685;9.7677390;82.363508;1.4090308;12.253568;5.5758137;5.8625059;82.363508;0.2467480
379;57.155784;34.104295;20.017809;33.104295;18.541244;2.4094833;15.949777;7.1132608;3.0189922;24.165408;21;3;0.5000000;1.1432198;59.218625;66.915193;0.5590967;7.5527958;19.798990;0.7166994;2785.0897;232.09081;209.02817;250.20731;41.179137;83.541993;14.987875;15.052296;7.5535005;19.799476;0.0702814;3322.8765;276.90638;24.455879;28.580504;4.1246250;85.568397;3.5500084;0.3661059;0.8357061;19.798121;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.5590967
380;58.998529;27.584626;33.001198;26.584626;14.678767;2.0122686;12.789246;12.042277;3.6560981;25.834590;20;3;0.5000000;1.1432198;32.634537;37.547066;0.7526602;7.5527958;19.798990;0.9416432;1833.8055;152.81712;180.82906;229.90968;49.080616;78.652218;4.8753093;27.447561;7.5540100;19.800986;0.0926972;2519.4135;209.95113;24.456520;28.039694;3.5831742;87.221065;0.8186756;3.7159983;0.8192899;19.798224;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.7526602
381;48.694916;31.217535;14.451899;30.217535;14.595062;3.3515887;14.270870;5.1218199;3.9510730;20.730587;11;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
382;45.198869;27.446230;10.136215;26.446230;12.849070;2.8776903;12.503693;5.0190963;3.3029152;18.742212;6;3;0.5000000;1.1432198;37.178703;44.539410;0.2255343;7.5527958;19.798990;0.0805259;25961.134;2163.4278;218.92124;255.30946;36.388226;85.747404;1.0313966;9.7294122;7.5524210;19.802158;0.0805294;10000.000;833.33333;84.330168;97.554532;13.224364;86.444131;1.3014461;8.4063991;7.1061449;8.0118885;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2255343
383;45.626839;27.999727;25.803024;26.999727;12.155637;3.4220841;12.644342;5.2532685;3.8028626;19.253132;10;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
384;58.018821;21.257021;37.782432;20.257021;8.8238972;2.6798445;9.4585491;10.437277;2.9352047;21.065787;15;3;0.5000000;1.1432198;35.317495;40.932883;0.8393366;7.5527958;19.798990;0.5885923;3071.9663;255.99719;189.34752;229.02379;39.676273;82.675917;2.8353913;27.892696;7.5548263;19.803026;0.0602848;4062.5059;338.54216;25.646645;29.251592;3.6049466;87.676067;0.5216492;3.8375682;0.8550854;19.797494;330.00000;45.412889;50.115761;4.7028720;90.615982;0.8130381;6.6098646;1.4827755;19.629145;90.615982;0.8393366
385;54.397022;23.169551;13.480851;22.169551;11.282582;2.1335487;10.551389;10.409392;4.2432341;21.994168;5;8;0.5000000;1.7525822;36.553084;42.586079;0.3738607;20.140789;19.798990;0.2023484;25918.451;2159.8709;549.20879;600.80525;51.596463;91.412115;2.0100648;29.568741;20.140274;19.802047;0.2023545;10000.000;833.33333;211.90512;240.10224;28.197119;88.256203;2.4108736;27.194960;19.639912;7.9354314;330.00000;45.615938;53.634411;8.0184727;85.049761;1.3193271;15.085569;10.675709;3.0000614;85.049761;0.3738607
386;45.351104;26.007976;14.594280;25.007976;11.051273;3.2629266;11.688257;6.0610789;2.6760078;19.065067;11;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
387;45.327382;25.554276;25.053947;24.554276;11.081373;3.0858407;11.505678;6.0855566;3.2396016;18.862695;10;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
388;45.111200;25.604938;10.006292;24.604938;10.901740;3.1937507;11.504031;6.0330739;2.2343291;18.835543;6;3;0.5000000;1.1432198;25.620693;31.286218;0.2147975;7.5527958;19.798990;0.0604660;31134.271;2594.5226;197.14172;257.24454;60.102814;76.635922;5.6209715;6.7404318;7.5533409;19.799658;0.0604565;10000.000;833.33333;63.309922;76.673564;13.363641;82.570731;5.4916040;5.0462900;6.6003010;6.7328301;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2147975
389;59.595820;30.453438;29.896681;29.453438;15.275370;2.7385430;14.042083;7.9080534;2.9185373;23.134772;18;3;0.5000000;1.1432198;46.941599;53.506270;0.7697178;7.5527958;19.798990;0.8423685;2355.9855;196.33213;207.82766;249.91239;42.084730;83.160206;11.801732;15.205002;7.5530892;19.797959;0.0823347;2822.8806;235.24005;24.339077;28.001858;3.6627813;86.919506;1.4730580;1.8454227;0.8166263;19.798631;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.7697178
390;53.782920;28.991923;15.648562;27.991923;13.078321;3.3150978;13.167187;7.6668537;4.4400769;22.162815;8;4;0.5000000;1.2810124;37.637825;43.951667;0.3937374;10.070394;19.798990;0.2579964;11188.147;932.34561;302.27374;331.90073;29.626992;91.073538;1.4975418;16.037516;10.070360;19.799039;0.2579956;10000.000;833.33333;270.17234;297.85824;27.685904;90.705007;1.7972255;15.633031;10.043770;17.779669;330.00000;45.615961;51.070185;5.4542232;89.320142;0.7726413;6.8213245;4.3195602;6.8674655;89.320142;0.3937374
391;47.878042;26.790103;10.088832;25.790103;12.416370;2.8597088;12.180124;6.7484360;3.0053327;20.143487;13;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
392;45.042686;22.606011;10.342191;21.606011;8.8685141;3.1393185;10.018176;7.2672533;2.0104489;18.570259;8;3;0.5000000;1.1432198;27.424150;32.831837;0.2200312;7.5527958;19.798990;0.0789059;25555.976;2129.6647;211.16928;253.34094;42.171657;83.353793;6.5054956;12.026260;7.5534219;19.799551;0.0788963;10000.000;833.33333;82.620029;98.375077;15.755047;83.984717;6.7221304;10.001591;7.0375011;8.1954104;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2200312
