Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V)
560;57.550080;27.187699;23.213440;26.187699;12.460960;2.9794124;12.348997;9.0137627;2.8802870;22.607612;9;4;0.5000000;1.2810124;28.170670;33.100775;0.5520568;10.070394;19.798990;0.3867699;7343.3067;611.94223;297.42193;331.28220;33.860262;89.779027;4.8292173;16.407551;10.070366;19.799042;0.0381924;8150.9524;679.24603;32.599723;44.136769;11.537046;73.860693;0.9072632;2.0409831;1.2881632;19.798021;330.00000;45.616067;51.315335;5.6992687;88.893635;1.6285236;4.9858025;2.9761682;9.9738001
561;54.214080;25.931059;32.765440;24.931059;12.868465;2.3268599;11.883815;5.8356808;2.7835147;18.801210;6;7;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
562;57.814080;32.595059;37.565440;31.595059;16.067843;3.1071710;15.020737;7.1481478;2.1758400;23.445677;8;9;0.5000000;1.9173307;64.664899;72.743253;0.9396428;22.658387;19.798990;1.2257891;5279.8396;439.98663;677.74308;757.54795;79.804877;89.465370;23.678098;12.858641;22.659367;19.800251;0.1096796;5786.4410;482.20341;66.460869;87.282715;20.821846;76.144365;1.6889556;2.5197026;2.5051956;19.798644;330.00000;45.619950;57.214692;11.594742;79.734677;1.5346130;2.4692674;2.3856570;13.599702
563;58.414080;29.739059;18.365441;28.739059;14.266875;2.9876549;13.622616;6.9675408;3.8972349;21.837070;5;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
564;53.614080;28.787059;21.965441;27.787059;14.667705;2.4472401;13.281720;8.5509182;3.7074679;22.944448;11;6;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
565;50.134080;31.071859;37.325441;30.071859;16.106405;2.5438900;14.399957;5.7369603;3.7047696;21.272890;11;3;0.5000000;1.1432198;51.029278;58.900995;0.6804459;7.5527958;19.798990;0.6960069;3020.4593;251.70494;220.14820;251.97892;31.830723;87.367704;2.1592581;13.404845;7.5535429;19.799321;0.0701463;3448.7240;287.39366;25.333295;30.031366;4.6980713;84.356118;0.4282887;1.5769967;0.8762695;19.798599;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
566;56.134080;26.311859;25.325441;25.311859;12.107096;2.8435443;11.945044;8.7231081;2.0466304;21.879038;21;3;0.5000000;1.1432198;48.280687;54.774985;0.6142290;7.5527958;19.798990;0.6117146;3141.8191;261.81826;201.26054;245.81887;44.558323;81.873514;19.004602;18.368995;7.5527940;19.799007;0.0612985;3800.5331;316.71109;24.396235;29.239147;4.8429123;83.436889;3.5596583;1.6168099;0.8586080;19.797945;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
567;57.454080;29.548659;37.085440;28.548659;13.148424;3.4788806;13.404609;9.2565120;2.9430032;24.030842;10;4;0.5000000;1.2810124;28.115387;32.895298;0.7825289;10.070394;19.798990;0.7537335;3739.1070;311.59225;295.13067;336.23269;41.102020;87.775722;7.9770320;13.209056;10.074511;19.793038;0.0752664;4210.0111;350.83426;33.182781;41.836129;8.6533483;79.316087;1.2985040;1.4845499;1.2203552;19.798234;330.00000;45.615911;54.121408;8.5054972;84.284412;1.9040163;1.8828835;1.6646105;18.725453
568;58.054080;26.692659;17.885441;25.692659;11.347456;3.3593646;12.006488;9.0759050;4.6643980;22.422235;7;4;0.5000000;1.2810124;29.116680;34.657333;0.4739288;10.070394;19.798990;0.2318659;12473.385;1039.4488;302.86557;331.46680;28.601226;91.371315;1.1952494;16.294899;10.070360;19.798914;0.0218162;13643.935;1136.9946;31.170749;43.530255;12.359507;71.607089;0.5502673;1.8360124;1.2703006;19.798297;330.00000;45.615933;51.408245;5.7923123;88.732717;0.6932399;7.5955797;4.7824140;6.2512927
569;57.574080;38.497459;27.245440;37.497459;20.788230;2.8549774;18.034985;5.2203906;2.6872821;24.469120;9;6;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
570;50.374080;25.169459;17.645441;24.169459;11.386018;2.7960836;11.385709;7.6647175;3.1933275;20.249447;10;5;0.5000000;1.4332604;56.589972;64.337057;0.4130752;12.587993;19.798990;0.3807386;8746.4839;728.87366;348.72976;385.25585;36.526088;90.519005;3.1447167;26.815295;12.587968;19.798974;0.0367783;10492.737;874.39473;40.411895;49.345891;8.9339957;81.895158;0.7492902;3.1714150;1.4414673;19.797615;330.00000;45.616151;49.974689;4.3585385;91.278508;1.0517073;8.5730587;3.6959760;7.8889385
571;57.118080;37.812019;10.637439;36.812019;21.558003;2.2252911;17.849687;5.0368736;3.8718131;23.942883;10;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
572;50.518080;21.628019;11.837441;20.628019;10.354823;2.0468812;9.8022893;7.3005936;3.0992535;18.114603;8;4;0.5000000;1.2810124;45.148668;52.394216;0.3043810;10.070394;19.798990;0.1305653;21117.849;1759.8207;288.73948;317.15419;28.414707;91.040728;1.6440854;23.309213;10.070347;19.799058;0.0127198;24072.334;2006.0278;32.064716;46.730054;14.665338;68.616903;0.7678446;2.9542410;1.3648098;19.797473;330.00000;45.615941;57.663627;12.047686;79.106958;1.6338872;16.524191;8.2784401;4.1918182
573;53.518080;31.148019;35.837440;30.148019;15.356897;2.9458442;14.337549;6.2590371;4.1248358;21.833047;11;3;0.5000000;1.1432198;46.768672;54.107538;0.7328262;7.5527958;19.798990;0.6774089;3113.0229;259.41857;220.83192;251.97960;31.147678;87.638810;1.7951566;13.406154;7.5555307;19.794281;0.0682818;3550.5990;295.88325;25.388411;29.771535;4.3831239;85.277468;0.4259018;1.5175533;0.8686601;19.798640;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
574;57.358080;31.909619;20.957439;30.909619;16.837616;2.4774847;14.835438;6.9646308;3.3603711;22.919440;9;6;0.5000000;1.5911023;57.527871;65.254054;0.5774711;15.105592;19.798990;0.6409662;6603.8106;550.31755;443.25977;486.94629;43.686517;91.028473;7.1251389;19.963704;15.082942;19.831441;0.0635988;7434.1796;619.51497;49.511993;59.778634;10.266640;82.825569;1.1071036;2.3223468;1.7439172;19.797987;330.00000;45.616026;50.626190;5.0101649;90.103611;1.7309849;3.5614015;2.7157846;10.716241
575;57.958080;29.053619;31.757440;28.053619;15.036648;2.3579686;13.437317;6.7840239;2.0817660;21.310833;6;8;0.5000000;1.7525822;50.535997;57.702448;0.7830833;20.140789;19.798990;0.6236425;9419.4224;784.95187;615.16070;679.93807;64.777368;90.473049;18.152259;10.111076;20.140705;19.798993;0.0620144;9962.3523;830.19602;64.696835;94.336517;29.639682;68.580903;2.1630625;2.0920695;2.7550389;19.798460;330.00000;45.617532;53.702953;8.0854213;84.944178;3.9543338;1.8909631;3.8430048;8.0089539
576;53.158080;28.101619;35.357440;27.101619;12.437478;3.3175538;12.721421;8.3674012;4.8919989;22.418211;12;3;0.5000000;1.1432198;41.580194;48.251297;0.7045530;7.5527958;19.798990;0.6426311;3183.2008;265.26673;214.21723;247.08115;32.863916;86.699141;1.0985352;17.539061;7.5412989;19.838454;0.0650811;3739.5758;311.63132;25.486230;29.343191;3.8569607;86.855688;0.4004449;2.0321878;0.8564088;19.798504;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
577;59.158080;23.341619;23.357439;22.341619;11.438169;2.1172081;10.641508;11.353549;3.2338597;23.024359;22;3;0.5000000;1.1432198;43.474919;49.511837;0.6251234;7.5527958;19.798990;0.5962689;2707.2582;225.60485;169.04428;213.10071;44.056430;79.326005;5.7306524;34.650314;7.5535369;19.799956;0.0585438;3977.7801;331.48168;24.386538;27.306971;2.9204335;89.305172;0.7050801;5.0453330;0.7988447;19.798773;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
578;53.758080;25.245619;16.157439;24.245619;10.638238;3.1971736;11.323516;5.6521639;3.9680458;18.274973;7;4;0.5000000;1.2810124;58.683500;67.748372;0.4136052;10.070394;19.798990;0.1965577;14936.127;1244.6773;307.43739;332.26974;24.832352;92.526448;1.0428464;15.840438;10.067380;19.807429;0.0202908;16235.471;1352.9559;34.497866;43.917497;9.4196311;78.551530;0.4004449;1.9000800;1.2816397;19.798338;330.00000;45.615895;51.773075;6.1571800;88.107370;0.7365981;8.3772031;5.6016110;5.3898319
579;54.603840;36.337562;23.845121;35.337562;19.793285;2.5810583;17.023516;5.6318465;3.4919090;23.800627;18;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
580;58.923840;25.294362;29.605121;24.294362;11.833229;2.6170860;11.492909;10.192955;4.7045601;22.840136;14;4;0.5000000;1.2810124;52.033560;59.312298;0.7657364;10.070394;19.798990;0.7320085;3298.7386;274.89489;252.86729;297.35752;44.490232;85.038134;2.8630421;30.575501;10.077095;19.788436;0.0702654;4400.0063;366.66719;32.375998;35.799222;3.4232240;90.437714;0.4992658;3.8450534;1.0465519;19.798638;330.00000;45.615943;49.477055;3.8611128;92.196155;0.7340860;5.7825666;1.5842980;18.024464
581;59.523840;22.438362;10.405122;21.438362;10.032261;2.4975699;10.094788;10.012348;3.4259551;21.231529;11;6;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
582;59.643840;31.387162;30.565122;30.387162;14.672068;3.3736667;14.350164;5.9762264;3.1702340;21.669807;10;3;0.5000000;1.1432198;40.511917;47.315737;0.7709077;7.5527958;19.798990;0.5129915;4237.7216;353.14347;227.65188;255.74455;28.092673;89.015339;5.3390950;9.1382874;7.5535412;19.799276;0.0504194;4667.9859;388.99882;24.646528;30.731687;6.0851591;80.199072;0.8027709;1.0144223;0.8965130;19.798668;330.00000;45.615775;51.418257;5.8024824;88.715132;1.5568633;1.9590548;1.7404987;17.032279
583;48.363840;23.199962;25.525120;22.199962;11.514709;2.0283462;10.592894;8.1833111;3.0161422;19.783292;7;7;0.5000000;1.5912727;52.811992;60.205479;0.4916924;17.623190;19.798990;0.4770854;9603.2556;800.27130;479.78123;525.18552;45.404289;91.354619;3.1008953;29.671304;17.597542;19.830864;0.0472021;11678.399;973.19989;57.726202;71.637536;13.911334;80.580943;0.9352033;3.5697717;2.0934783;19.796776;330.00000;45.616023;50.236420;4.6203962;90.802696;1.1091122;7.5606028;4.1587751;6.9837145
584;50.283840;23.580762;18.085121;22.580762;10.754204;2.5445986;10.654231;9.8034232;3.9565839;21.593804;7;9;0.5000000;1.9173307;58.911744;66.696887;0.4405680;22.658387;19.798990;0.4486828;11891.747;990.97894;558.74507;612.42421;53.679149;91.234973;3.1277787;37.996422;22.611448;19.843918;0.0457465;15909.918;1325.8265;76.217491;94.920326;18.702834;80.296281;1.3865800;4.8508996;2.7789581;19.794355;330.00000;45.616188;50.170699;4.5545105;90.921971;1.2008063;10.782950;5.6085958;5.2223560
585;59.283840;28.340762;30.085122;27.340762;14.752648;2.2453763;13.109037;8.0845905;3.9373971;22.254971;12;3;0.5000000;1.1432198;36.980821;43.018390;0.7423376;7.5527958;19.798990;0.5443009;3795.9929;316.33274;216.36801;246.84808;30.480070;87.652296;2.0034553;17.646427;7.5535454;19.799422;0.0551456;4419.5753;368.29794;25.522292;29.733601;4.2113093;85.836531;0.4256467;2.1293758;0.8678547;19.798393;330.00000;45.615935;50.287669;4.6717335;90.709982;0.5728443;4.1159039;1.6118355;18.004173
586;59.883840;25.484762;10.885122;24.484762;12.951681;2.1258603;11.710916;7.9039836;2.6587920;20.646364;9;6;0.5000000;1.5911023;53.322169;60.581230;0.4014089;15.105592;19.798990;0.2439570;16371.850;1364.3208;418.25348;459.21829;40.964810;91.079447;8.0637295;27.572317;15.094349;19.816725;0.0242868;19069.426;1589.1189;48.499374;66.234637;17.735263;73.223583;1.1615052;3.9583628;1.9344139;19.796007;330.00000;45.616149;52.299202;6.6830534;87.221500;2.9552139;13.031676;6.6512438;4.6488944
587;46.347840;25.180122;16.837120;24.180122;12.962677;2.0115621;11.587170;6.8059483;2.1384166;19.396009;8;3;0.5000000;1.1432198;28.286560;33.819532;0.3049174;7.5527958;19.798990;0.1493172;14181.099;1181.7583;221.74215;256.14463;34.402482;86.569118;8.5377230;8.5571772;7.5534631;19.799397;0.0152362;15072.260;1256.0217;24.048276;47.044018;22.995742;51.118669;2.0641368;1.1923331;1.3721839;19.798419;330.00000;45.615795;55.104555;9.4887602;82.780443;6.5050358;5.3515371;5.3586800;5.9507418
588;52.467840;29.368922;24.997121;28.368922;13.602310;3.1877453;13.387524;7.0232899;4.5472304;21.707751;5;8;0.5000000;1.7525822;54.096347;61.949532;0.5575857;20.140789;19.798990;0.5286098;10969.042;914.08681;607.20106;653.05516;45.854100;92.978526;1.8241328;19.019359;20.139771;19.802383;0.0496979;12100.317;1008.3597;62.974311;80.672646;17.698335;78.061542;0.6305640;1.9924325;2.3544561;19.798277;330.00000;45.616019;50.176241;4.5602218;90.911592;0.6300724;4.1060757;4.3392477;6.6484240
589;52.107840;26.322522;24.517120;25.322522;13.682891;2.0594550;12.146397;9.1316541;2.3143935;22.292915;7;8;0.5000000;1.7525822;41.234495;47.120439;0.5200484;20.140789;19.798990;0.5482562;10096.818;841.40146;579.69112;640.80983;61.118708;90.462270;14.463550;21.956156;20.142677;19.799449;0.0527179;11187.337;932.27807;61.760829;87.726503;25.965674;70.401563;4.0226360;1.1412955;2.5626236;19.796130;330.00000;45.614280;52.030824;6.4165439;87.667803;5.5484251;2.7248121;4.1433204;7.2019901
590;55.107840;35.842522;18.517122;34.842522;18.679780;2.9610105;16.681008;5.6939889;2.2760199;23.615250;16;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
591;55.251840;32.301082;12.709122;31.301082;17.648585;2.2118081;15.097589;5.3298649;2.1819459;21.480406;14;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
592;47.451840;21.829082;22.309121;20.829082;10.050365;2.2709180;9.8468113;8.5191955;2.3368053;19.433736;6;6;0.5000000;1.5911023;34.641126;40.395729;0.3971222;15.105592;19.798990;0.2736736;15043.781;1253.6484;431.14026;476.95912;45.818855;90.393547;4.0836033;22.982558;15.107008;19.799541;0.0275017;16978.580;1414.8817;48.897875;75.133881;26.236006;65.080992;1.3666871;2.9307894;2.1940372;19.797734;330.00000;45.616326;51.875391;6.2590648;87.934424;1.8229445;9.2449652;6.0305277;5.0129965
593;54.171840;23.161882;11.269121;22.161882;8.8903271;3.3269370;10.249207;11.654957;4.4834351;23.235898;19;3;0.5000000;1.1432198;45.098054;51.665445;0.3484745;7.5527958;19.798990;0.2500118;6707.2107;558.93422;175.60265;207.32587;31.723217;84.698862;2.5724185;36.835977;7.5535495;19.799940;0.0244591;9558.5580;796.54650;24.482835;29.037045;4.5542106;84.315861;0.8203929;4.9931574;0.8502439;19.796432;330.00000;45.616064;52.415672;6.7996074;87.027530;1.3094775;18.832247;3.3417947;9.5511709
594;54.891840;29.254682;12.229121;28.254682;14.729166;2.5835178;13.481461;7.4382291;2.9491090;22.065570;16;3;0.5000000;1.1432198;47.699274;54.518701;0.3646293;7.5527958;19.798990;0.2959270;6979.4415;581.62013;216.28870;245.61491;29.326202;88.060089;8.2899987;18.540751;7.5539941;19.800708;0.0298260;8007.9108;667.32590;25.011709;31.448900;6.4371915;79.531267;1.3616089;2.2504887;0.9174231;19.797664;330.00000;45.615758;51.120936;5.5051772;89.231071;3.5217154;7.1784872;2.8409012;10.449546
595;54.531840;26.208282;11.749121;25.208282;11.809746;2.9552274;11.865334;9.5465933;3.7162720;22.650734;17;3;0.5000000;1.1432198;42.491253;48.708608;0.3508226;7.5527958;19.798990;0.2733644;6993.0275;582.75229;200.18698;229.88605;29.699072;87.080959;2.7555296;27.444760;7.5526792;19.801932;0.0266188;8742.1473;728.51227;24.368885;29.805695;5.4368097;81.759158;0.7531161;3.3953926;0.8709150;19.797390;330.00000;45.616040;51.413971;5.7979308;88.723044;1.3046632;12.169032;3.0711586;9.8717067
596;55.131840;23.352282;22.549121;22.352282;10.008778;2.8357114;10.467213;9.3659863;2.4376669;21.042127;15;5;0.5000000;1.4332604;59.598143;67.079446;0.5810822;12.587993;19.798990;0.6125012;4871.2860;405.94050;312.44905;363.66177;51.212726;85.917484;15.944288;32.621682;12.589157;19.799797;0.0620125;6111.1392;509.26160;39.685343;45.426564;5.7412204;87.361535;0.0061820;5.9214286;1.3342059;19.798632;330.00000;45.618238;49.919783;4.3015448;91.383086;0.5561191;9.1427506;2.2116964;13.156187
597;54.675840;22.666842;35.941121;21.666842;10.776823;2.2068892;10.281698;11.717100;3.2675460;23.050521;18;3;0.5000000;1.1432198;34.921925;40.275818;0.7097383;7.5527958;19.798990;0.7275297;2322.6135;193.55112;176.95234;222.79946;45.847116;79.422250;3.8038724;30.691334;7.5542006;19.801653;0.0710271;3273.4403;272.78669;24.347640;27.914147;3.5665075;87.223298;0.7163751;4.1790410;0.8162243;19.798177;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
598;58.875840;26.474842;21.541120;25.474842;12.178689;2.8659559;12.020932;7.7796989;2.0905701;21.017120;12;5;0.5000000;1.4332604;54.852037;62.114130;0.6076843;12.587993;19.798990;0.5064670;6842.2999;570.19166;362.89572;409.02640;46.130686;88.721832;17.734584;18.680709;12.589123;19.799494;0.0494058;7711.5132;642.62610;39.897529;50.829258;10.931728;78.493236;3.8682478;1.1817801;1.4895047;19.797571;330.00000;45.614620;51.188921;5.5743006;89.110338;6.7324608;2.5125357;2.8145609;10.470158
599;45.795840;26.855642;14.101120;25.855642;11.419265;3.3816681;12.082404;5.3163872;2.2227179;18.744208;11;3;0.5000000;1.1432198;55.465968;63.906000;0.2966586;7.5527958;19.798990;0.1936598;11194.801;932.90007;227.03070;255.97729;28.946594;88.691734;11.205143;8.7771381;7.5527612;19.799028;0.0192502;12099.094;1008.2579;24.390291;37.693880;13.303589;64.706236;1.8005816;1.3400925;1.0996027;19.798353;330.00000;45.614714;53.315169;7.7004552;85.556728;6.5636243;4.8908662;4.2693985;7.2211586
