Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V)
94; 54.158400; 24.444416; 12.611201; 23.444416; 12.306295; 2.0770009; 11.202958; 10.894483; 3.2354710; 23.116691;10;7; 0.5000000; 1.5912727; 47.180856; 53.514503; 0.3866268; 17.623190; 19.798990; 0.3536693; 11386.417; 948.86806; 421.70914; 471.06816; 49.359022; 89.521894; 7.1391137; 38.792945; 17.623137; 19.799047; 0.3536715; 10000.000; 833.33333; 370.36390; 417.09963; 46.735737; 88.795066; 7.4696892; 38.234388; 17.575984; 17.442300; 330.00000; 45.616462; 50.915399; 5.2989370; 89.592663; 1.9162885; 14.365477; 5.4467969; 5.5653768
95; 54.278400; 33.393216; 32.771201; 32.393216; 16.946102; 2.9530976; 15.458334; 6.8583618; 2.9797500; 23.554970;10;5; 0.5000000; 1.4332604; 50.472565; 57.581772; 0.7134482; 12.587993; 19.798990; 0.9223763; 3899.5159; 324.95966; 376.65822; 424.89226; 48.234034; 88.647938; 13.953882; 10.228397; 12.597178; 19.786710; 0.0907935; 4339.1442; 361.59535; 41.256020; 51.329296; 10.073276; 80.375192; 2.0804126; 1.0710909; 1.4986843; 19.797826; 330.00000; 45.611196; 54.676623; 9.0654272; 83.419921; 2.6049949; 1.0555894; 1.7398074; 18.124396
96; 50.678400; 26.729216; 27.971201; 25.729216; 13.746724; 2.1727865; 12.321411; 5.5458949; 3.5874247; 18.910503;8;3; 0.5000000; 1.1432198; 45.215924; 52.973651; 0.5422286; 7.5527958; 19.798990; 0.3108905; 7054.6531; 587.88776; 229.67393; 252.91677; 23.242836; 90.810085; 1.3686314; 12.447965; 7.5527834; 19.798957; 0.0312090; 7703.2609; 641.93840; 25.175777; 31.606782; 6.4310055; 79.653084; 0.4004449; 1.4314986; 0.9221589; 19.798599; 330.00000; 45.615981; 50.226778; 4.6107968; 90.820043; 0.6359764; 4.5689505; 2.7346126; 10.615701
97; 58.598400; 22.350016; 38.531201; 21.350016; 8.9860465; 2.9891253; 9.9277267; 11.419470; 4.1924011; 22.594478;6;5; 0.5000000; 1.4332604; 24.198212; 29.105670; 0.8385503; 12.587993; 19.798990; 0.4255811; 8129.3235; 677.44362; 362.29755; 398.80400; 36.506443; 90.846019; 1.1032725; 22.526249; 12.574540; 19.823284; 0.0440589; 9346.9584; 778.91320; 43.125322; 54.611113; 11.485791; 78.968033; 0.5513523; 2.7877280; 1.5947801; 19.797611; 330.00000; 45.615954; 50.627115; 5.0111610; 90.101824; 0.6366560; 6.2143740; 3.3699154; 8.6980284
98; 54.518400; 27.490816; 13.091201; 26.490816; 12.225715; 3.2052912; 12.444085; 8.7861191; 2.4683079; 22.531527;9;7; 0.5000000; 1.5912727; 48.344264; 54.848762; 0.3934077; 17.623190; 19.798990; 0.3536981; 13549.230; 1129.1025; 501.85235; 555.49729; 53.644939; 90.342898; 14.860159; 23.243740; 17.624837; 19.799469; 0.3537154; 10000.000; 833.33333; 370.40991; 415.28858; 44.878676; 89.193376; 15.204126; 22.287568; 17.466687; 14.831201; 330.00000; 45.615438; 51.248390; 5.6329517; 89.008529; 7.1287095; 5.4339397; 5.3785294; 5.5106295
99; 59.918400; 25.586816; 20.291200; 24.586816; 13.027374; 2.1244616; 11.762293; 11.952874; 2.0887738; 24.746282;21;5; 0.5000000; 1.4332604; 50.959161; 57.162875; 0.6187401; 12.587993; 19.798990; 0.6772874; 3954.8077; 329.56731; 280.49620; 347.34063; 66.844428; 80.755367; 33.485045; 36.524470; 12.590262; 19.800934; 0.0707771; 4889.2577; 407.43814; 36.237989; 42.698690; 6.4607006; 84.869089; 4.7608734; 3.5277039; 1.3096988; 19.797393; 330.00000; 45.599798; 51.298087; 5.6982884; 88.891811; 7.5858176; 4.2405390; 1.8578060; 16.246124
100; 54.062400; 26.805376; 26.483200; 25.805376; 12.995487; 2.5756049; 12.258787; 8.6026021; 3.6528390; 22.005290;9;4; 0.5000000; 1.2810124; 34.160442; 39.866682; 0.5626379; 10.070394; 19.798990; 0.4451284; 6296.4634; 524.70528; 293.50169; 326.54846; 33.046777; 89.879978; 2.1514380; 18.988296; 10.070375; 19.798994; 0.0427525; 7161.3977; 596.78314; 32.061831; 40.753095; 8.6912637; 78.673365; 0.6333545; 2.1471574; 1.1895017; 19.798173; 330.00000; 45.616100; 50.753723; 5.1376232; 89.877347; 0.8211284; 5.0996501; 2.6024068; 11.272868
101; 54.662400; 23.949376; 37.283201; 22.949376; 11.194519; 2.4560889; 10.860666; 8.4219951; 2.3742339; 20.396683;7;6; 0.5000000; 1.5911023; 38.195533; 44.132155; 0.7599365; 15.105592; 19.798990; 0.6073041; 6911.0184; 575.91820; 439.51822; 486.41697; 46.898753; 90.358323; 7.6880414; 20.131805; 15.107044; 19.799456; 0.0602719; 7778.5253; 648.21044; 49.095358; 62.488084; 13.392726; 78.567552; 1.1547859; 2.5257561; 1.8232864; 19.797612; 330.00000; 45.616300; 51.590258; 5.9739577; 88.420376; 1.7773407; 3.9837833; 2.8894586; 10.270061
102; 58.262400; 30.613376; 12.083201; 29.613376; 14.393897; 3.2364000; 13.997588; 9.7344621; 4.7665592; 25.041150;8;8; 0.5000000; 1.7525822; 50.906278; 57.734780; 0.4273065; 20.140789; 19.798990; 0.4277139; 12165.262; 1013.7719; 544.88325; 597.14918; 52.265926; 91.247426; 3.1094280; 30.170890; 20.140722; 19.799023; 0.4277142; 10000.000; 833.33333; 447.90131; 495.21216; 47.310858; 90.446346; 3.4893555; 29.480719; 20.059863; 16.371810; 330.00000; 45.616158; 50.284657; 4.6684990; 90.715858; 1.1055656; 8.4891791; 5.2624412; 5.5713288
103; 58.502400; 24.710976; 22.403200; 23.710976; 9.6752385; 3.4877293; 10.983556; 9.1275889; 4.6097690; 21.483077;5;8; 0.5000000; 1.7525822; 45.232481; 52.259198; 0.6037671; 20.140789; 19.798990; 0.3782469; 14696.856; 1224.7380; 582.14138; 625.33554; 43.194161; 93.092643; 1.5095522; 25.139352; 20.140026; 19.802200; 0.3782615; 10000.000; 833.33333; 396.11454; 432.16238; 36.047847; 91.658726; 1.7916049; 24.325335; 20.025243; 13.673704; 330.00000; 45.615970; 49.771007; 4.1550376; 91.651691; 0.6641508; 7.6236929; 5.9216755; 4.8949811
104; 53.702400; 23.758976; 26.003200; 22.758976; 10.076068; 2.9473145; 10.642659; 10.710966; 4.4200020; 22.590454;11;5; 0.5000000; 1.4332604; 48.114370; 55.016800; 0.5862850; 12.587993; 19.798990; 0.5767673; 5232.7221; 436.06017; 316.05080; 359.42337; 43.372570; 87.932735; 2.1401239; 33.648631; 12.555295; 19.854677; 0.0557104; 6938.1958; 578.18298; 40.477266; 46.610253; 6.1329864; 86.841980; 0.7175213; 4.1125818; 1.3630440; 19.798122; 330.00000; 45.616106; 49.893066; 4.2769593; 91.427748; 0.9440254; 7.6628991; 2.4843206; 11.618198
105; 54.422400; 29.851776; 26.963200; 28.851776; 15.914907; 2.2038953; 13.874914; 6.4942379; 2.8856759; 21.420126;8;4; 0.5000000; 1.2810124; 38.353858; 44.746678; 0.5886090; 10.070394; 19.798990; 0.4382107; 6669.1779; 555.76483; 306.04401; 339.05277; 33.008759; 90.264419; 6.9603384; 10.972141; 10.075969; 19.789927; 0.0434215; 7242.2698; 603.52249; 32.931249; 44.144674; 11.213425; 74.598465; 1.2666224; 1.1575212; 1.2877117; 19.798359; 330.00000; 45.615790; 51.442218; 5.8264278; 88.673840; 2.2264433; 2.7408905; 2.6745227; 11.101312
106; 59.822400; 27.947776; 34.163200; 26.947776; 13.714837; 2.6239298; 12.817906; 12.195623; 2.1514899; 26.169511;22;3; 0.5000000; 1.1432198; 29.276916; 33.645045; 0.7561863; 7.5527958; 19.798990; 0.8965439; 2046.0474; 170.50395; 192.09492; 246.91784; 54.822926; 77.797098; 21.080232; 17.608331; 7.5534469; 19.799632; 0.0887862; 2563.5791; 213.63159; 23.835300; 29.409095; 5.5737951; 81.047376; 3.0288842; 2.3389904; 0.8629662; 19.797843; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
107; 52.286400; 22.883136; 28.115201; 21.883136; 9.7222042; 2.8114465; 10.238706; 10.420312; 3.5863454; 21.861880;23;3; 0.5000000; 1.1432198; 56.424824; 63.808217; 0.6111880; 7.5527958; 19.798990; 0.7459068; 2076.9097; 173.07581; 162.22986; 212.16118; 49.931328; 76.465380; 4.0248008; 35.013796; 7.5535479; 19.800009; 0.0730217; 3195.1358; 266.26131; 24.432622; 26.875648; 2.4430258; 90.909890; 0.5996321; 5.1261722; 0.7868933; 19.798506; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
108; 47.486400; 21.931136; 31.715200; 20.931136; 10.123466; 2.2708156; 9.8978641; 6.3700316; 2.7356734; 17.335600;11;3; 0.5000000; 1.1432198; 53.362877; 61.463394; 0.5440287; 7.5527958; 19.798990; 0.3776416; 5439.6419; 453.30349; 215.11899; 243.38614; 28.267146; 88.385885; 2.0080203; 20.019347; 7.5527055; 19.801705; 0.0383864; 6365.5822; 530.46518; 25.588461; 30.065167; 4.4767064; 85.109990; 0.4287466; 2.4678047; 0.8777442; 19.798160; 330.00000; 45.615999; 49.906652; 4.2906531; 91.402643; 0.7869198; 6.4375941; 2.2590660; 12.817361
109; 56.486400; 26.691136; 13.715201; 25.691136; 11.122342; 3.4713773; 11.977724; 9.0175413; 2.0547174; 22.363109;20;4; 0.5000000; 1.2810124; 57.673132; 64.839358; 0.4419335; 10.070394; 19.798990; 0.4086325; 6122.9096; 510.24247; 262.01090; 308.21827; 46.207365; 85.008233; 21.197227; 26.843822; 10.070407; 19.798971; 0.0401689; 7343.2843; 611.94036; 30.889352; 38.744766; 7.8554141; 79.725225; 3.0941842; 3.4950882; 1.1504903; 19.796867; 330.00000; 45.619444; 51.259818; 5.6403738; 88.996501; 9.4876551; 4.9889800; 2.6506002; 11.215285
110; 54.206400; 23.263936; 20.675201; 22.263936; 8.9625637; 3.3272667; 10.300151; 10.773109; 3.2041130; 22.405077;10;5; 0.5000000; 1.4332604; 35.780683; 41.297185; 0.4769081; 12.587993; 19.798990; 0.3991043; 7966.6092; 663.88410; 332.95730; 372.28246; 39.325158; 89.436742; 2.9484303; 30.424796; 12.589222; 19.799722; 0.0216816; 10000.000; 833.33333; 22.704868; 32.864830; 10.159962; 69.085610; 0.8246885; 2.1940428; 0.9593892; 19.795845; 330.00000; 45.616209; 50.424642; 4.8084329; 90.464121; 1.0524389; 9.5656755; 3.5475704; 8.3153836
111; 58.406400; 27.071936; 36.275202; 26.071936; 13.360974; 2.4880618; 12.413953; 11.904969; 4.3178332; 25.440937;9;9; 0.5000000; 1.9173307; 50.243153; 56.769000; 0.8945775; 22.658387; 19.798990; 1.3935086; 3636.6663; 303.05552; 530.69100; 607.71854; 77.027535; 87.325130; 5.0126246; 38.536260; 22.652057; 19.805381; 0.1387982; 5151.3756; 429.28130; 74.874785; 84.325074; 9.4502882; 88.793027; 1.0213515; 5.1409245; 2.4682590; 19.797348; 330.00000; 45.617183; 51.852821; 6.2356381; 87.974351; 0.8622377; 4.0692135; 1.9727952; 15.202206
112; 54.926400; 29.356736; 21.635201; 28.356736; 14.801402; 2.5838475; 13.532406; 6.5563802; 4.6697869; 21.234748;6;5; 0.5000000; 1.4332604; 46.226022; 53.683460; 0.5219042; 12.587993; 19.798990; 0.3412458; 10808.337; 900.69473; 386.23787; 417.36236; 31.124490; 92.542574; 1.4236333; 14.819601; 12.589220; 19.799187; 0.3412103; 10000.000; 833.33333; 357.31457; 387.13348; 29.818916; 92.297510; 1.5993382; 14.585266; 12.570960; 18.372102; 330.00000; 45.616012; 49.903690; 4.2876785; 91.408093; 0.5945051; 4.8608519; 4.1269306; 7.0003133
113; 58.526400; 36.020736; 26.435201; 35.020736; 18.002508; 3.3632944; 16.669544; 5.3342168; 4.4167641; 23.344585;6;5; 0.5000000; 1.4332604; 48.825195; 56.704633; 0.6828596; 12.587993; 19.798990; 0.5378598; 6927.2917; 577.27431; 390.17659; 423.77716; 33.600565; 92.071171; 1.5993012; 10.977872; 12.587969; 19.798992; 0.0540043; 7415.9029; 617.99191; 41.939259; 53.505853; 11.566594; 78.382564; 0.4458308; 1.1999205; 1.5609372; 19.798661; 330.00000; 45.615920; 51.054019; 5.4380982; 89.348345; 0.4972455; 2.3564811; 2.7366627; 10.741427
114; 54.566400; 26.310336; 21.155201; 25.310336; 11.881983; 2.9555571; 11.916279; 8.6647444; 2.4369499; 21.819912;8;5; 0.5000000; 1.4332604; 32.409087; 37.714996; 0.4810566; 12.587993; 19.798990; 0.3568872; 10037.459; 836.45491; 375.13136; 416.67584; 41.544480; 90.029544; 10.023517; 15.154109; 12.586104; 19.804393; 0.3569415; 10000.000; 833.33333; 373.78823; 415.22434; 41.436110; 90.020790; 10.310489; 14.908374; 12.586302; 19.712292; 330.00000; 45.614812; 51.569248; 5.9544355; 88.453515; 4.0553385; 4.2416392; 3.9727937; 7.5094078
115; 55.166400; 23.454336; 31.955201; 22.454336; 10.081015; 2.8360411; 10.518158; 8.4841375; 4.1583448; 20.211305;5;7; 0.5000000; 1.5912727; 43.522752; 50.531707; 0.7051251; 17.623190; 19.798990; 0.4420870; 11179.347; 931.61225; 517.55052; 558.11542; 40.564899; 92.731808; 1.5474004; 22.573358; 17.622271; 19.802471; 0.4421100; 10000.000; 833.33333; 462.97646; 501.51460; 38.538133; 92.315651; 1.7991271; 22.214099; 17.595116; 17.775692; 330.00000; 45.615964; 49.651687; 4.0357236; 91.871931; 0.5864368; 5.9513058; 4.4872331; 6.4167231
116; 58.766400; 30.118336; 36.755201; 29.118336; 16.282121; 2.1154880; 14.030296; 7.2619740; 3.9053221; 22.321142;5;7; 0.5000000; 1.5912727; 39.566081; 45.939107; 0.8762049; 17.623190; 19.798990; 0.6872731; 7422.8432; 618.57027; 534.23001; 578.24484; 44.014833; 92.388201; 2.0105642; 16.922577; 17.623137; 19.801347; 0.0706878; 8150.3335; 679.19446; 60.332082; 74.419069; 14.086986; 81.070730; 0.5443645; 1.9658663; 2.1718735; 19.798232; 330.00000; 45.615947; 51.140628; 5.5246810; 89.197080; 0.6057242; 2.8504197; 3.0198049; 9.7427098
117; 53.966400; 29.166336; 10.355200; 28.166336; 13.682951; 3.0750731; 13.314400; 8.8453514; 3.7155550; 23.428519;11;3; 0.5000000; 1.1432198; 27.695421; 32.693000; 0.2961313; 7.5527958; 19.798990; 0.1719208; 12123.841; 1010.3201; 218.27158; 247.99577; 29.724186; 88.014236; 2.2191340; 16.785462; 7.5534983; 19.799177; 0.1719018; 10000.000; 833.33333; 180.01518; 205.69214; 25.676964; 87.516799; 2.6885511; 16.032809; 7.4927021; 16.491052; 330.00000; 45.615965; 54.255197; 8.6392319; 84.076674; 1.5882529; 9.9632931; 4.7515466; 6.6855318
118; 54.710400; 22.768896; 15.347200; 21.768896; 10.850788; 2.2063547; 10.332859; 8.3006205; 2.3428759; 19.685068;6;4; 0.5000000; 1.2810124; 23.212654; 28.048287; 0.3719164; 10.070394; 19.798990; 0.1268553; 21868.634; 1822.3862; 290.50857; 332.73547; 42.226902; 87.309167; 2.7816508; 15.529214; 10.070285; 19.799202; 0.1268546; 10000.000; 833.33333; 132.84181; 152.66251; 19.820704; 87.016653; 3.3482625; 13.699593; 9.6535187; 9.3975051; 330.00000; 45.616079; 56.547281; 10.931202; 80.668917; 2.7125381; 10.824553; 8.2184593; 4.0422550
119; 58.310400; 29.432896; 20.147201; 28.432896; 14.050165; 2.9866658; 13.469782; 9.6130874; 4.7352012; 24.329535;8;6; 0.5000000; 1.5911023; 40.662017; 46.774871; 0.5499926; 15.105592; 19.798990; 0.5125234; 8052.7801; 671.06500; 432.20338; 473.63498; 41.431607; 91.252418; 2.0704329; 23.906243; 15.093482; 19.817576; 0.0493420; 9358.2403; 779.85336; 48.354764; 60.033035; 11.678271; 80.546925; 0.7286864; 2.6553926; 1.7529503; 19.797861; 330.00000; 45.616096; 50.312341; 4.6962447; 90.665819; 0.8742044; 5.4699292; 3.3641838; 8.6214781
120; 56.030400; 26.005696; 27.107200; 25.005696; 11.892115; 2.8416910; 11.792425; 8.8340243; 3.2392486; 21.836872;21;3; 0.5000000; 1.1432198; 55.650887; 62.963218; 0.6624297; 7.5527958; 19.798990; 0.7714830; 2286.3576; 190.52980; 184.71372; 229.75022; 45.036499; 80.397625; 5.0241243; 27.518889; 7.5494961; 19.810312; 0.0758612; 3088.9499; 257.41249; 24.539125; 27.194171; 2.6550458; 90.236710; 0.7005856; 3.6635382; 0.7942653; 19.798964; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
121; 57.950400; 26.386496; 19.667201; 25.386496; 11.130746; 3.3583755; 11.853654; 11.721452; 2.5023642; 24.914700;9;6; 0.5000000; 1.5911023; 27.632195; 32.034136; 0.4887386; 15.105592; 19.798990; 0.4396318; 9337.4381; 778.11984; 429.87824; 481.52809; 51.649852; 89.273761; 12.901203; 21.673166; 15.108557; 19.801484; 0.2206200; 10000.000; 833.33333; 231.03268; 259.39911; 28.366425; 89.064564; 7.5158086; 11.247866; 7.7144207; 19.797728; 330.00000; 45.615513; 52.161322; 6.5458087; 87.450838; 4.0566929; 5.4258513; 3.8620568; 7.8048505
122; 55.339200; 23.964608; 18.985601; 22.964608; 10.443926; 2.8368254; 10.773098; 11.540263; 4.1163864; 23.522567;7;7; 0.5000000; 1.5912727; 35.368032; 40.950287; 0.4723605; 17.623190; 19.798990; 0.3732569; 11952.047; 996.00395; 467.17407; 513.68529; 46.511216; 90.945581; 2.5556814; 31.788800; 17.623127; 19.798922; 0.3732567; 10000.000; 833.33333; 390.87345; 433.24076; 42.367308; 90.220840; 2.9896465; 31.091490; 17.556491; 16.637462; 330.00000; 45.616299; 50.564995; 4.9486962; 90.213198; 0.9803061; 10.344734; 5.2602994; 5.6391655
123; 58.939200; 30.628608; 23.785600; 29.628608; 16.645033; 2.1162723; 14.285236; 10.318099; 3.8633636; 25.632403;7;8; 0.5000000; 1.7525822; 35.928276; 41.248854; 0.6187191; 20.140789; 19.798990; 0.7157410; 7520.7588; 626.72990; 563.69757; 619.06965; 55.372081; 91.055598; 4.3009840; 26.321026; 20.140737; 19.799008; 0.0713815; 8860.7995; 738.39996; 66.234965; 84.462645; 18.227680; 78.419240; 1.1856508; 3.0400337; 2.4668030; 19.796895; 330.00000; 45.616098; 51.748646; 6.1325478; 88.149356; 1.2119687; 4.3971384; 3.3122877; 8.9888665
124; 59.539200; 27.772608; 34.585601; 26.772608; 11.844065; 3.4967562; 12.512115; 10.137492; 2.5847585; 24.023796;30;3; 0.5000000; 1.1432198; 55.733382; 62.572148; 0.8972734; 7.5527958; 19.798990; 1.3352412; 1181.9583; 98.496521; 165.26865; 236.35768; 71.089034; 69.923113; 19.740486; 24.184361; 7.5534649; 19.799681; 0.1325535; 1649.0537; 137.42114; 22.890460; 25.456057; 2.5655972; 89.921467; 5.7830450; 0.0075344; 0.7375490; 19.797670; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
125; 51.859200; 26.249408; 34.345601; 25.249408; 11.884355; 2.9326110; 11.891551; 6.1916743; 4.4683401; 19.316378;5;3; 0.5000000; 1.1432198; 28.490987; 34.968607; 0.6426271; 7.5527958; 19.798990; 0.2328617; 9604.7536; 800.39614; 234.21399; 256.48462; 22.270633; 91.316971; 0.7765622; 8.0019393; 7.5527748; 19.799025; 0.0870785; 10000.000; 833.33333; 91.188412; 103.03401; 11.845599; 88.503215; 0.5005562; 3.1216945; 3.0089515; 19.798829; 330.00000; 45.615925; 50.923768; 5.3078427; 89.576885; 0.4068890; 3.7769234; 3.6042734; 8.1662348
126; 55.459200; 32.913408; 39.145601; 31.913408; 18.083733; 2.2129222; 15.403473; 7.5041413; 3.8606653; 23.960845;7;5; 0.5000000; 1.4332604; 34.088654; 39.795726; 0.8062372; 12.587993; 19.798990; 0.8094036; 4436.0045; 369.66704; 375.99815; 417.75623; 41.758075; 90.004200; 2.7468815; 14.590216; 12.587970; 19.799027; 0.0782349; 4914.8747; 409.57289; 40.266283; 51.666205; 11.399922; 77.935438; 0.6733794; 1.5757541; 1.5075409; 19.798428; 330.00000; 45.615853; 54.408805; 8.7929514; 83.839102; 0.7651675; 2.1389974; 1.9510576; 16.043110
127; 59.299200; 33.675008; 24.265600; 32.675008; 16.564452; 3.2445626; 15.526363; 8.2097350; 3.0962006; 25.047239;5;7; 0.5000000; 1.5912727; 26.807398; 31.597838; 0.6078744; 17.623190; 19.798990; 0.4696521; 10923.526; 910.29387; 537.23926; 598.05607; 60.816810; 89.830918; 9.6143802; 8.2672290; 17.623088; 19.799089; 0.4696499; 10000.000; 833.33333; 491.81618; 547.46848; 55.652294; 89.834612; 9.7822687; 8.0138908; 17.553434; 18.184763; 330.00000; 45.614630; 53.485337; 7.8707071; 85.284365; 2.7440282; 1.9053033; 4.4260851; 6.9731942
128; 51.043200; 22.517568; 17.257600; 21.517568; 9.7329800; 2.6754985; 10.089909; 10.651152; 3.0653822; 21.909936;10;8; 0.5000000; 1.7525822; 58.827285; 66.221853; 0.4472155; 20.140789; 19.798990; 0.5014345; 8576.5509; 714.71258; 450.35553; 506.62785; 56.272316; 88.892771; 9.0515822; 42.825001; 20.140750; 19.799027; 0.3310241; 10000.000; 833.33333; 346.64761; 377.08843; 30.440820; 91.927406; 4.2777030; 33.319673; 13.158054; 19.795948; 330.00000; 45.616727; 49.994910; 4.3781832; 91.242742; 1.7013827; 12.279284; 4.4041314; 6.6761188
129; 59.563200; 39.082368; 38.617601; 38.082368; 20.171335; 3.3723213; 18.198104; 6.3441201; 2.3917535; 25.885304;5;6; 0.5000000; 1.5911023; 29.418265; 34.981444; 0.9052273; 15.105592; 19.798990; 0.5752921; 7293.0485; 607.75404; 439.36570; 515.89313; 76.527433; 85.166030; 7.3064006; 5.2633516; 15.107078; 19.799125; 0.0544273; 7559.1282; 629.92735; 43.084148; 95.459995; 52.375847; 45.133198; 1.3736747; 0.6628955; 2.7845482; 19.799139; 330.00000; 45.617625; 64.946707; 19.329082; 70.238550; 1.6027109; 1.0131467; 3.5504107; 10.520613
130; 59.083200; 27.087168; 17.977601; 26.087168; 12.612109; 2.8679341; 12.326600; 12.488606; 3.4146376; 26.032190;7;8; 0.5000000; 1.7525822; 28.348882; 32.838812; 0.4873317; 20.140789; 19.798990; 0.4587087; 11268.858; 939.07148; 541.30932; 602.53625; 61.226929; 89.838465; 5.0529178; 29.280695; 20.125349; 19.817374; 0.4590857; 10000.000; 833.33333; 480.75344; 536.73485; 55.981415; 89.570006; 5.7836858; 28.499784; 20.056308; 17.581285; 330.00000; 45.616448; 51.748987; 6.1325390; 88.149451; 1.6453683; 7.6883846; 4.9639780; 6.0661686
131; 59.683200; 24.231168; 28.777601; 23.231168; 10.811141; 2.7484181; 10.928479; 12.307999; 2.1360325; 24.423583;30;3; 0.5000000; 1.1432198; 43.706305; 49.348494; 0.7374586; 7.5527958; 19.798990; 0.8551817; 1791.2630; 149.27192; 160.41551; 224.77182; 64.356304; 71.368161; 27.670804; 29.753703; 7.5541230; 19.797702; 0.0851814; 2425.5842; 202.13202; 21.636644; 24.760899; 3.1242547; 87.382305; 6.7474613; 0.2314110; 0.7227119; 19.795697; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
132; 51.403200; 25.563968; 17.737600; 24.563968; 12.652399; 2.3037889; 11.706037; 8.5427878; 2.2982191; 21.324772;8;8; 0.5000000; 1.7525822; 53.377478; 60.396938; 0.4377568; 20.140789; 19.798990; 0.4408502; 12143.979; 1011.9983; 560.63565; 617.58793; 56.952276; 90.778272; 14.921103; 26.646354; 20.142669; 19.799526; 0.4408639; 10000.000; 833.33333; 461.67156; 512.85988; 51.188322; 90.019043; 15.251692; 25.959320; 20.036891; 16.430570; 330.00000; 45.616115; 50.713549; 5.0974341; 89.948575; 6.2010582; 4.9853948; 4.9162088; 5.9599234
133; 55.387200; 22.784128; 27.049601; 21.784128; 10.100195; 2.5870912; 10.245291; 11.418888; 4.0850283; 22.810952;7;4; 0.5000000; 1.2810124; 21.639525; 26.249967; 0.5562352; 10.070394; 19.798990; 0.2833853; 9831.2292; 819.26910; 291.75191; 323.18889; 31.436980; 90.272877; 1.3963729; 20.651635; 10.071400; 19.799392; 0.2607024; 10000.000; 833.33333; 273.00688; 301.54250; 28.535623; 90.536782; 1.7569253; 18.895523; 9.2942005; 19.798191; 330.00000; 45.615940; 51.366220; 5.7502792; 88.805329; 0.8230676; 8.2189819; 3.9690219; 7.5312467
134; 47.707200; 21.260928; 26.809600; 20.260928; 10.140485; 2.0229461; 9.6247275; 7.4730701; 2.9686099; 18.103534;8;4; 0.5000000; 1.2810124; 43.207646; 50.221422; 0.4710636; 10.070394; 19.798990; 0.2933556; 9456.8854; 788.07378; 290.51672; 320.16097; 29.644254; 90.740828; 1.8657191; 22.013954; 10.070370; 19.798944; 0.2118079; 10000.000; 833.33333; 221.80467; 241.30144; 19.496779; 91.920157; 1.6873648; 16.484396; 7.3383813; 19.798440; 330.00000; 45.616007; 50.740736; 5.1247297; 89.900167; 0.9463272; 8.5662720; 3.8210603; 7.7243682
135; 58.891200; 31.809088; 15.721599; 30.809088; 16.990493; 2.3651422; 14.813258; 7.9048434; 4.2493736; 23.809387;5;9; 0.5000000; 1.9173307; 43.992604; 50.499674; 0.4838674; 22.658387; 19.798990; 0.4014056; 15915.431; 1326.2859; 669.00668; 723.67966; 54.672982; 92.445140; 2.4895895; 21.368833; 22.660550; 19.799287; 0.4013640; 10000.000; 833.33333; 420.30743; 460.25150; 39.944074; 91.321251; 2.7831923; 20.448600; 22.410618; 12.654573; 330.00000; 45.616029; 50.300191; 4.6841614; 90.687587; 0.8801813; 5.9996191; 6.2908325; 4.6384164
